"category","measure","model","value","k_wheat_tot","k_wheat"
"Energydrinks","BIAS","MBG/CNBD-k",-0.528247920278072,"1.73487129514796","1.82599345628773"
"Energydrinks","LL","BG/NBD",-1387.59763608612,"1.73487129514796","1.82599345628773"
"Energydrinks","LL","BG/CNBD-k",-1318.30271769984,"1.73487129514796","1.82599345628773"
"Energydrinks","LL","MBG/NBD",-1390.00465231306,"1.73487129514796","1.82599345628773"
"Energydrinks","LL","MBG/CNBD-k",-1318.37961513813,"1.73487129514796","1.82599345628773"
"Energydrinks","r","BG/NBD",0.202356436145761,"1.73487129514796","1.82599345628773"
"Energydrinks","r","BG/CNBD-k",0.218842940581389,"1.73487129514796","1.82599345628773"
"Energydrinks","r","MBG/NBD",0.410332442796118,"1.73487129514796","1.82599345628773"
"Energydrinks","r","MBG/CNBD-k",0.649490141807801,"1.73487129514796","1.82599345628773"
"Energydrinks","alpha","BG/NBD",2.64465793855412,"1.73487129514796","1.82599345628773"
"Energydrinks","alpha","BG/CNBD-k",0.76143357021985,"1.73487129514796","1.82599345628773"
"Energydrinks","alpha","MBG/NBD",3.46509919003917,"1.73487129514796","1.82599345628773"
"Energydrinks","alpha","MBG/CNBD-k",1.24289266271029,"1.73487129514796","1.82599345628773"
"Energydrinks","a","BG/NBD",0.498478783972961,"1.73487129514796","1.82599345628773"
"Energydrinks","a","BG/CNBD-k",0.641736332964884,"1.73487129514796","1.82599345628773"
"Energydrinks","a","MBG/NBD",0.802634256949832,"1.73487129514796","1.82599345628773"
"Energydrinks","a","MBG/CNBD-k",0.962546957758494,"1.73487129514796","1.82599345628773"
"Energydrinks","b","BG/NBD",1.19779951637936,"1.73487129514796","1.82599345628773"
"Energydrinks","b","BG/CNBD-k",1.12207991096658,"1.73487129514796","1.82599345628773"
"Energydrinks","b","MBG/NBD",1.43534931540409,"1.73487129514796","1.82599345628773"
"Energydrinks","b","MBG/CNBD-k",1.10400102580499,"1.73487129514796","1.82599345628773"
"Energydrinks","k","BG/NBD",1,"1.73487129514796","1.82599345628773"
"Energydrinks","k","BG/CNBD-k",3,"1.73487129514796","1.82599345628773"
"Energydrinks","k","MBG/NBD",1,"1.73487129514796","1.82599345628773"
"Energydrinks","k","MBG/CNBD-k",3,"1.73487129514796","1.82599345628773"
"Energydrinks","N","BG/NBD",303,"1.73487129514796","1.82599345628773"
"Energydrinks","N","BG/CNBD-k",303,"1.73487129514796","1.82599345628773"
"Energydrinks","N","MBG/NBD",303,"1.73487129514796","1.82599345628773"
"Energydrinks","N","MBG/CNBD-k",303,"1.73487129514796","1.82599345628773"
"Entkalker","MAE","BG/NBD",0.555632003188145,"1.93615369128498","1.93505698426523"
"Entkalker","MAE","BG/CNBD-k",0.489724953040573,"1.93615369128498","1.93505698426523"
"Entkalker","MAE","MBG/NBD",0.494783059981501,"1.93615369128498","1.93505698426523"
"Entkalker","MAE","MBG/CNBD-k",0.39281884765113,"1.93615369128498","1.93505698426523"
"Entkalker","RMSE","BG/NBD",0.798404937801643,"1.93615369128498","1.93505698426523"
"Entkalker","RMSE","BG/CNBD-k",0.811651055719301,"1.93615369128498","1.93505698426523"
"Entkalker","RMSE","MBG/NBD",0.790598084892366,"1.93615369128498","1.93505698426523"
"Entkalker","RMSE","MBG/CNBD-k",0.802399735736418,"1.93615369128498","1.93505698426523"
"Entkalker","BIAS","BG/NBD",0.448295994783453,"1.93615369128498","1.93505698426523"
"Entkalker","BIAS","BG/CNBD-k",0.0573889606789791,"1.93615369128498","1.93505698426523"
"Entkalker","BIAS","MBG/NBD",0.183749888243286,"1.93615369128498","1.93505698426523"
"Entkalker","BIAS","MBG/CNBD-k",-0.246957343609402,"1.93615369128498","1.93505698426523"
"Entkalker","LL","BG/NBD",-1618.79437218988,"1.93615369128498","1.93505698426523"
"Entkalker","LL","BG/CNBD-k",-1585.89313591294,"1.93615369128498","1.93505698426523"
"Entkalker","LL","MBG/NBD",-1616.99884003489,"1.93615369128498","1.93505698426523"
"Entkalker","LL","MBG/CNBD-k",-1576.33457946025,"1.93615369128498","1.93505698426523"
"Entkalker","r","BG/NBD",0.466070501196573,"1.93615369128498","1.93505698426523"
"Entkalker","r","BG/CNBD-k",0.293908405645643,"1.93615369128498","1.93505698426523"
"Entkalker","r","MBG/NBD",3.79876315563239,"1.93615369128498","1.93505698426523"
"Entkalker","r","MBG/CNBD-k",3.10922134887738,"1.93615369128498","1.93505698426523"
"Entkalker","alpha","BG/NBD",36.3805712763663,"1.93615369128498","1.93505698426523"
"Entkalker","alpha","BG/CNBD-k",4.00145997977358,"1.93615369128498","1.93505698426523"
"Entkalker","alpha","MBG/NBD",115.045824258608,"1.93615369128498","1.93505698426523"
"Entkalker","alpha","MBG/CNBD-k",16.0629469438939,"1.93615369128498","1.93505698426523"
"Entkalker","a","BG/NBD",0.206573644431457,"1.93615369128498","1.93505698426523"
"Entkalker","a","BG/CNBD-k",1.10526457582243,"1.93615369128498","1.93505698426523"
"Entkalker","a","MBG/NBD",0.589798665786982,"1.93615369128498","1.93505698426523"
"Entkalker","a","MBG/CNBD-k",1.45212775057244,"1.93615369128498","1.93505698426523"
"Entkalker","b","BG/NBD",1.07932878130649,"1.93615369128498","1.93505698426523"
"Entkalker","b","BG/CNBD-k",1.42324532543357,"1.93615369128498","1.93505698426523"
"Entkalker","b","MBG/NBD",0.444468160872293,"1.93615369128498","1.93505698426523"
"Entkalker","b","MBG/CNBD-k",0.743116157417116,"1.93615369128498","1.93505698426523"
"Entkalker","k","BG/NBD",1,"1.93615369128498","1.93505698426523"
"Entkalker","k","BG/CNBD-k",3,"1.93615369128498","1.93505698426523"
"Entkalker","k","MBG/NBD",1,"1.93615369128498","1.93505698426523"
"Entkalker","k","MBG/CNBD-k",3,"1.93615369128498","1.93505698426523"
"Entkalker","N","BG/NBD",647,"1.93615369128498","1.93505698426523"
"Entkalker","N","BG/CNBD-k",647,"1.93615369128498","1.93505698426523"
"Entkalker","N","MBG/NBD",647,"1.93615369128498","1.93505698426523"
"Entkalker","N","MBG/CNBD-k",647,"1.93615369128498","1.93505698426523"
"Erdnuesse.Haselnuesse","MAE","BG/NBD",0.762540904395663,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","MAE","BG/CNBD-k",0.716854179654992,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","MAE","MBG/NBD",0.753368003017102,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","MAE","MBG/CNBD-k",0.694019845301815,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","RMSE","BG/NBD",3.2759602221776,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","RMSE","BG/CNBD-k",3.80645632840867,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","RMSE","MBG/NBD",3.66294496483817,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","RMSE","MBG/CNBD-k",4.17329631931346,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","BIAS","BG/NBD",0.0461682652676575,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","BIAS","BG/CNBD-k",-0.18305057736399,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","BIAS","MBG/NBD",-0.019271246598194,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","BIAS","MBG/CNBD-k",-0.256858382121359,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","LL","BG/NBD",-2822.08006887846,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","LL","BG/CNBD-k",-2734.01403805811,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","LL","MBG/NBD",-2823.33882348597,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","LL","MBG/CNBD-k",-2732.17223244591,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","r","BG/NBD",0.218490168558235,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","r","BG/CNBD-k",0.22679894242886,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","r","MBG/NBD",0.416386222309666,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","r","MBG/CNBD-k",0.60115869347596,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","alpha","BG/NBD",3.81391933126146,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","alpha","BG/CNBD-k",1.59902551922001,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","alpha","MBG/NBD",4.85160388934931,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","alpha","MBG/CNBD-k",2.44269583533147,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","a","BG/NBD",0.876927950357746,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","a","BG/CNBD-k",0.955717420184955,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","a","MBG/NBD",1.06226190518133,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","a","MBG/CNBD-k",1.10655110425433,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","b","BG/NBD",2.50889273342442,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","b","BG/CNBD-k",2.04797239209966,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","b","MBG/NBD",2.16823287295666,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","b","MBG/CNBD-k",1.4568634552357,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","k","BG/NBD",1,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","k","BG/CNBD-k",2,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","k","MBG/NBD",1,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","k","MBG/CNBD-k",2,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","N","BG/NBD",638,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","N","BG/CNBD-k",638,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","N","MBG/NBD",638,"1.60533148373985","1.67036315945187"
"Erdnuesse.Haselnuesse","N","MBG/CNBD-k",638,"1.60533148373985","1.67036315945187"
"Essig","MAE","BG/NBD",0.660068935966223,"1.81177249186621","1.90976083812803"
"Essig","MAE","BG/CNBD-k",0.580695299045093,"1.81177249186621","1.90976083812803"
"Essig","MAE","MBG/NBD",0.643285863449983,"1.81177249186621","1.90976083812803"
"Essig","MAE","MBG/CNBD-k",0.540597228883418,"1.81177249186621","1.90976083812803"
"Essig","RMSE","BG/NBD",0.928968777204706,"1.81177249186621","1.90976083812803"
"Essig","RMSE","BG/CNBD-k",0.922540463606743,"1.81177249186621","1.90976083812803"
"Essig","RMSE","MBG/NBD",0.92354207127254,"1.81177249186621","1.90976083812803"
"Essig","RMSE","MBG/CNBD-k",0.909750888680431,"1.81177249186621","1.90976083812803"
"Essig","BIAS","BG/NBD",0.350591020121285,"1.81177249186621","1.90976083812803"
"Essig","BIAS","BG/CNBD-k",-0.120814605850314,"1.81177249186621","1.90976083812803"
"Essig","BIAS","MBG/NBD",0.296905395213404,"1.81177249186621","1.90976083812803"
"Essig","BIAS","MBG/CNBD-k",-0.158293259586378,"1.81177249186621","1.90976083812803"
"Essig","LL","BG/NBD",-2178.34278080906,"1.81177249186621","1.90976083812803"
"Essig","LL","BG/CNBD-k",-2151.28965772001,"1.81177249186621","1.90976083812803"
"Essig","LL","MBG/NBD",-2178.03875458714,"1.81177249186621","1.90976083812803"
"Essig","LL","MBG/CNBD-k",-2149.14859109896,"1.81177249186621","1.90976083812803"
"Essig","r","BG/NBD",0.57756597523516,"1.81177249186621","1.90976083812803"
"Essig","r","BG/CNBD-k",0.33807356485702,"1.81177249186621","1.90976083812803"
"Essig","r","MBG/NBD",1.19993938700399,"1.81177249186621","1.90976083812803"
"Essig","r","MBG/CNBD-k",1.47017402111682,"1.81177249186621","1.90976083812803"
"Essig","alpha","BG/NBD",43.9612131537547,"1.81177249186621","1.90976083812803"
"Essig","alpha","BG/CNBD-k",7.42219361347274,"1.81177249186621","1.90976083812803"
"Essig","alpha","MBG/NBD",59.8148461224336,"1.81177249186621","1.90976083812803"
"Essig","alpha","MBG/CNBD-k",15.7862042919606,"1.81177249186621","1.90976083812803"
"Essig","a","BG/NBD",0.383705136760782,"1.81177249186621","1.90976083812803"
"Essig","a","BG/CNBD-k",4.07515016804598,"1.81177249186621","1.90976083812803"
"Essig","a","MBG/NBD",0.165943280114956,"1.81177249186621","1.90976083812803"
"Essig","a","MBG/CNBD-k",1.34132586837828,"1.81177249186621","1.90976083812803"
"Essig","b","BG/NBD",8.21989684243806,"1.81177249186621","1.90976083812803"
"Essig","b","BG/CNBD-k",7.97971591318169,"1.81177249186621","1.90976083812803"
"Essig","b","MBG/NBD",0.348713033631035,"1.81177249186621","1.90976083812803"
"Essig","b","MBG/CNBD-k",1.14388432245788,"1.81177249186621","1.90976083812803"
"Essig","k","BG/NBD",1,"1.81177249186621","1.90976083812803"
"Essig","k","BG/CNBD-k",2,"1.81177249186621","1.90976083812803"
"Essig","k","MBG/NBD",1,"1.81177249186621","1.90976083812803"
"Essig","k","MBG/CNBD-k",2,"1.81177249186621","1.90976083812803"
"Essig","N","BG/NBD",842,"1.81177249186621","1.90976083812803"
"Essig","N","BG/CNBD-k",842,"1.81177249186621","1.90976083812803"
"Essig","N","MBG/NBD",842,"1.81177249186621","1.90976083812803"
"Essig","N","MBG/CNBD-k",842,"1.81177249186621","1.90976083812803"
"Fertiggericht","MAE","BG/NBD",0.954085050929859,"1.52743997396936","1.57391916638485"
"Fertiggericht","MAE","BG/CNBD-k",0.902636227904943,"1.52743997396936","1.57391916638485"
"Fertiggericht","MAE","MBG/NBD",0.906069592489672,"1.52743997396936","1.57391916638485"
"Fertiggericht","MAE","MBG/CNBD-k",0.828989265342767,"1.52743997396936","1.57391916638485"
"Fertiggericht","RMSE","BG/NBD",1.89478999480693,"1.52743997396936","1.57391916638485"
"Fertiggericht","RMSE","BG/CNBD-k",1.88577397252823,"1.52743997396936","1.57391916638485"
"Fertiggericht","RMSE","MBG/NBD",1.83744411453847,"1.52743997396936","1.57391916638485"
"Fertiggericht","RMSE","MBG/CNBD-k",1.80543362251142,"1.52743997396936","1.57391916638485"
"Fertiggericht","BIAS","BG/NBD",0.217649799829584,"1.52743997396936","1.57391916638485"
"Fertiggericht","BIAS","BG/CNBD-k",0.0811410027520253,"1.52743997396936","1.57391916638485"
"Fertiggericht","BIAS","MBG/NBD",0.143084511320311,"1.52743997396936","1.57391916638485"
"Fertiggericht","BIAS","MBG/CNBD-k",-0.033413201565128,"1.52743997396936","1.57391916638485"
"Fertiggericht","LL","BG/NBD",-3636.96970447462,"1.52743997396936","1.57391916638485"
"Fertiggericht","LL","BG/CNBD-k",-3565.9440708541,"1.52743997396936","1.57391916638485"
"Fertiggericht","LL","MBG/NBD",-3634.66188423903,"1.52743997396936","1.57391916638485"
"Fertiggericht","LL","MBG/CNBD-k",-3558.63662867157,"1.52743997396936","1.57391916638485"
"Fertiggericht","r","BG/NBD",0.259433283222487,"1.52743997396936","1.57391916638485"
"Fertiggericht","r","BG/CNBD-k",0.256362431740634,"1.52743997396936","1.57391916638485"
"Fertiggericht","r","MBG/NBD",0.7120905835323,"1.52743997396936","1.57391916638485"
"Fertiggericht","r","MBG/CNBD-k",0.937642462029806,"1.52743997396936","1.57391916638485"
"Fertiggericht","alpha","BG/NBD",5.1639927316606,"1.52743997396936","1.57391916638485"
"Fertiggericht","alpha","BG/CNBD-k",1.93911330760865,"1.52743997396936","1.57391916638485"
"Fertiggericht","alpha","MBG/NBD",8.28036835294354,"1.52743997396936","1.57391916638485"
"Fertiggericht","alpha","MBG/CNBD-k",3.84305484936409,"1.52743997396936","1.57391916638485"
"Fertiggericht","a","BG/NBD",0.519069657197253,"1.52743997396936","1.57391916638485"
"Fertiggericht","a","BG/CNBD-k",0.64384782871163,"1.52743997396936","1.57391916638485"
"Fertiggericht","a","MBG/NBD",0.576750910679235,"1.52743997396936","1.57391916638485"
"Fertiggericht","a","MBG/CNBD-k",0.742693915975644,"1.52743997396936","1.57391916638485"
"Fertiggericht","b","BG/NBD",1.90064843369528,"1.52743997396936","1.57391916638485"
"Fertiggericht","b","BG/CNBD-k",1.61861350549213,"1.52743997396936","1.57391916638485"
"Fertiggericht","b","MBG/NBD",0.842165609282907,"1.52743997396936","1.57391916638485"
"Fertiggericht","b","MBG/CNBD-k",0.816389599708033,"1.52743997396936","1.57391916638485"
"Fertiggericht","k","BG/NBD",1,"1.52743997396936","1.57391916638485"
"Fertiggericht","k","BG/CNBD-k",2,"1.52743997396936","1.57391916638485"
"Fertiggericht","k","MBG/NBD",1,"1.52743997396936","1.57391916638485"
"Fertiggericht","k","MBG/CNBD-k",2,"1.52743997396936","1.57391916638485"
"Fertiggericht","N","BG/NBD",744,"1.52743997396936","1.57391916638485"
"Fertiggericht","N","BG/CNBD-k",744,"1.52743997396936","1.57391916638485"
"Fertiggericht","N","MBG/NBD",744,"1.52743997396936","1.57391916638485"
"Fertiggericht","N","MBG/CNBD-k",744,"1.52743997396936","1.57391916638485"
"Fertiggerichte.2.","MAE","BG/NBD",0.786198553578001,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","MAE","BG/CNBD-k",0.704156373650834,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","MAE","MBG/NBD",0.775022910705876,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","MAE","MBG/CNBD-k",0.717438714715882,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","RMSE","BG/NBD",1.42972769389831,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","RMSE","BG/CNBD-k",1.33181700086613,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","RMSE","MBG/NBD",1.78088028950354,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","RMSE","MBG/CNBD-k",1.67260872630519,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","BIAS","BG/NBD",0.556182174729044,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","BIAS","BG/CNBD-k",0.305526272689568,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","BIAS","MBG/NBD",0.668818414769905,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","BIAS","MBG/CNBD-k",0.534547678072583,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","LL","BG/NBD",-1296.71439565631,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","LL","BG/CNBD-k",-1270.08998304027,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","LL","MBG/NBD",-1289.64377484717,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","LL","MBG/CNBD-k",-1260.61150581718,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","r","BG/NBD",0.24256481940006,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","r","BG/CNBD-k",0.246721001266788,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","r","MBG/NBD",2.43783687046722,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","r","MBG/CNBD-k",2.07234397625683,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","alpha","BG/NBD",3.38468940217918,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","alpha","BG/CNBD-k",1.37852220325941,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","alpha","MBG/NBD",15.5161994879314,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","alpha","MBG/CNBD-k",5.6829049466163,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","a","BG/NBD",2.68726088124098,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","a","BG/CNBD-k",2.73442069869084,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","a","MBG/NBD",0.702720019575777,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","a","MBG/CNBD-k",0.822370138450228,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","b","BG/NBD",12.9179360650893,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","b","BG/CNBD-k",9.91762625521644,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","b","MBG/NBD",0.628370240827941,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","b","MBG/CNBD-k",0.733558645675677,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","k","BG/NBD",1,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","k","BG/CNBD-k",2,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","k","MBG/NBD",1,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","k","MBG/CNBD-k",2,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","N","BG/NBD",234,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","N","BG/CNBD-k",234,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","N","MBG/NBD",234,"1.71517243723933","1.77222064976869"
"Fertiggerichte.2.","N","MBG/CNBD-k",234,"1.71517243723933","1.77222064976869"
"Fertigpueree","MAE","BG/NBD",0.47698645536825,"1.69853854124374","1.63735994349838"
"Fertigpueree","MAE","BG/CNBD-k",0.450623624828744,"1.69853854124374","1.63735994349838"
"Fertigpueree","MAE","MBG/NBD",0.468248814289365,"1.69853854124374","1.63735994349838"
"Fertigpueree","MAE","MBG/CNBD-k",0.433719613931729,"1.69853854124374","1.63735994349838"
"Fertigpueree","RMSE","BG/NBD",1.19767034722471,"1.69853854124374","1.63735994349838"
"Fertigpueree","RMSE","BG/CNBD-k",1.26536234329187,"1.69853854124374","1.63735994349838"
"Fertigpueree","RMSE","MBG/NBD",1.17801214811759,"1.69853854124374","1.63735994349838"
"Fertigpueree","RMSE","MBG/CNBD-k",1.23016747273919,"1.69853854124374","1.63735994349838"
"Fertigpueree","BIAS","BG/NBD",0.159994486631875,"1.69853854124374","1.63735994349838"
"Fertigpueree","BIAS","BG/CNBD-k",-0.0197315045602711,"1.69853854124374","1.63735994349838"
"Fertigpueree","BIAS","MBG/NBD",0.139761261286136,"1.69853854124374","1.63735994349838"
"Fertigpueree","BIAS","MBG/CNBD-k",-0.055879708396321,"1.69853854124374","1.63735994349838"
"Fertigpueree","LL","BG/NBD",-769.655897030625,"1.69853854124374","1.63735994349838"
"Fertigpueree","LL","BG/CNBD-k",-755.100766293193,"1.69853854124374","1.63735994349838"
"Fertigpueree","LL","MBG/NBD",-769.394124415633,"1.69853854124374","1.63735994349838"
"Fertigpueree","LL","MBG/CNBD-k",-754.507006323768,"1.69853854124374","1.63735994349838"
"Fertigpueree","r","BG/NBD",0.194636953569573,"1.69853854124374","1.63735994349838"
"Fertigpueree","r","BG/CNBD-k",0.185802784016458,"1.69853854124374","1.63735994349838"
"Fertigpueree","r","MBG/NBD",0.310087843424583,"1.69853854124374","1.63735994349838"
"Fertigpueree","r","MBG/CNBD-k",0.361201910352131,"1.69853854124374","1.63735994349838"
"Fertigpueree","alpha","BG/NBD",8.70032506427444,"1.69853854124374","1.63735994349838"
"Fertigpueree","alpha","BG/CNBD-k",2.97667752009582,"1.69853854124374","1.63735994349838"
"Fertigpueree","alpha","MBG/NBD",9.99945089658108,"1.69853854124374","1.63735994349838"
"Fertigpueree","alpha","MBG/CNBD-k",3.67029867364155,"1.69853854124374","1.63735994349838"
"Fertigpueree","a","BG/NBD",3.35375776795021,"1.69853854124374","1.63735994349838"
"Fertigpueree","a","BG/CNBD-k",3.78707699152595,"1.69853854124374","1.63735994349838"
"Fertigpueree","a","MBG/NBD",2.93134695179251,"1.69853854124374","1.63735994349838"
"Fertigpueree","a","MBG/CNBD-k",3.09936885665367,"1.69853854124374","1.63735994349838"
"Fertigpueree","b","BG/NBD",10.824678193021,"1.69853854124374","1.63735994349838"
"Fertigpueree","b","BG/CNBD-k",8.30367229818962,"1.69853854124374","1.63735994349838"
"Fertigpueree","b","MBG/NBD",7.78326265263101,"1.69853854124374","1.63735994349838"
"Fertigpueree","b","MBG/CNBD-k",5.2872765643441,"1.69853854124374","1.63735994349838"
"Fertigpueree","k","BG/NBD",1,"1.69853854124374","1.63735994349838"
"Fertigpueree","k","BG/CNBD-k",2,"1.69853854124374","1.63735994349838"
"Fertigpueree","k","MBG/NBD",1,"1.69853854124374","1.63735994349838"
"Fertigpueree","k","MBG/CNBD-k",2,"1.69853854124374","1.63735994349838"
"Fertigpueree","N","BG/NBD",276,"1.69853854124374","1.63735994349838"
"Fertigpueree","N","BG/CNBD-k",276,"1.69853854124374","1.63735994349838"
"Fertigpueree","N","MBG/NBD",276,"1.69853854124374","1.63735994349838"
"Fertigpueree","N","MBG/CNBD-k",276,"1.69853854124374","1.63735994349838"
"Fertigvorspeisen","MAE","BG/NBD",1.0687688670054,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","MAE","BG/CNBD-k",1.00651643592079,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","MAE","MBG/NBD",1.03411027346781,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","MAE","MBG/CNBD-k",0.958350719568533,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","RMSE","BG/NBD",2.20351155641671,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","RMSE","BG/CNBD-k",2.21869259534006,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","RMSE","MBG/NBD",2.22124842183136,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","RMSE","MBG/CNBD-k",2.22291223267413,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","BIAS","BG/NBD",0.0976565706695337,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","BIAS","BG/CNBD-k",-0.0155052340858953,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","BIAS","MBG/NBD",0.0920847420623617,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","BIAS","MBG/CNBD-k",-0.0333934393568951,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","LL","BG/NBD",-4831.8374214236,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","LL","BG/CNBD-k",-4696.00858617143,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","LL","MBG/NBD",-4826.20320562189,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","LL","MBG/CNBD-k",-4682.07346750128,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","r","BG/NBD",0.282730962088973,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","r","BG/CNBD-k",0.284536181218248,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","r","MBG/NBD",0.839845826407581,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","r","MBG/CNBD-k",1.04941107340376,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","alpha","BG/NBD",4.51108128978046,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","alpha","BG/CNBD-k",1.78134529994435,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","alpha","MBG/NBD",7.84415162866367,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","alpha","MBG/CNBD-k",3.71257856083076,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","a","BG/NBD",0.820819611055514,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","a","BG/CNBD-k",0.86341341086944,"1.6325199701671","1.74438129636344"
"Fertigvorspeisen","a","MBG/NBD",0.587696614529595,"1.6325199701671","1.74438129636344"
