"category","measure","model","value","k_wheat_tot","k_wheat"
"Kinderaperitif","a","BG/NBD",10000,"1.27131526804034","1.07931136797874"
"Kinderaperitif","a","BG/CNBD-k",10000,"1.27131526804034","1.07931136797874"
"Kinderaperitif","a","MBG/NBD",9981.46874355668,"1.27131526804034","1.07931136797874"
"Kinderaperitif","a","MBG/CNBD-k",9981.46874355668,"1.27131526804034","1.07931136797874"
"Kinderaperitif","b","BG/NBD",8390.82823347186,"1.27131526804034","1.07931136797874"
"Kinderaperitif","b","BG/CNBD-k",8390.82823347186,"1.27131526804034","1.07931136797874"
"Kinderaperitif","b","MBG/NBD",8461.64140681499,"1.27131526804034","1.07931136797874"
"Kinderaperitif","b","MBG/CNBD-k",8461.64140681499,"1.27131526804034","1.07931136797874"
"Kinderaperitif","k","BG/NBD",1,"1.27131526804034","1.07931136797874"
"Kinderaperitif","k","BG/CNBD-k",1,"1.27131526804034","1.07931136797874"
"Kinderaperitif","k","MBG/NBD",1,"1.27131526804034","1.07931136797874"
"Kinderaperitif","k","MBG/CNBD-k",1,"1.27131526804034","1.07931136797874"
"Kinderaperitif","N","BG/NBD",99,"1.27131526804034","1.07931136797874"
"Kinderaperitif","N","BG/CNBD-k",99,"1.27131526804034","1.07931136797874"
"Kinderaperitif","N","MBG/NBD",99,"1.27131526804034","1.07931136797874"
"Kinderaperitif","N","MBG/CNBD-k",99,"1.27131526804034","1.07931136797874"
"Kindermilch","MAE","BG/NBD",0.874069571218594,"2.1285867694245","2.06238168154164"
"Kindermilch","MAE","BG/CNBD-k",0.787933475434794,"2.1285867694245","2.06238168154164"
"Kindermilch","MAE","MBG/NBD",0.785067504648226,"2.1285867694245","2.06238168154164"
"Kindermilch","MAE","MBG/CNBD-k",0.706179766346397,"2.1285867694245","2.06238168154164"
"Kindermilch","RMSE","BG/NBD",1.68334857433138,"2.1285867694245","2.06238168154164"
"Kindermilch","RMSE","BG/CNBD-k",1.73591366067965,"2.1285867694245","2.06238168154164"
"Kindermilch","RMSE","MBG/NBD",1.75656447453879,"2.1285867694245","2.06238168154164"
"Kindermilch","RMSE","MBG/CNBD-k",1.78432950706494,"2.1285867694245","2.06238168154164"
"Kindermilch","BIAS","BG/NBD",0.327623288287919,"2.1285867694245","2.06238168154164"
"Kindermilch","BIAS","BG/CNBD-k",0.239999304885054,"2.1285867694245","2.06238168154164"
"Kindermilch","BIAS","MBG/NBD",0.299688634613583,"2.1285867694245","2.06238168154164"
"Kindermilch","BIAS","MBG/CNBD-k",0.191834225539273,"2.1285867694245","2.06238168154164"
"Kindermilch","LL","BG/NBD",-900.782813422795,"2.1285867694245","2.06238168154164"
"Kindermilch","LL","BG/CNBD-k",-870.458039488448,"2.1285867694245","2.06238168154164"
"Kindermilch","LL","MBG/NBD",-896.275637624797,"2.1285867694245","2.06238168154164"
"Kindermilch","LL","MBG/CNBD-k",-862.334223342811,"2.1285867694245","2.06238168154164"
"Kindermilch","r","BG/NBD",0.287457702835625,"2.1285867694245","2.06238168154164"
"Kindermilch","r","BG/CNBD-k",0.289934492395035,"2.1285867694245","2.06238168154164"
"Kindermilch","r","MBG/NBD",2.04218110578516,"2.1285867694245","2.06238168154164"
"Kindermilch","r","MBG/CNBD-k",1.82254023729913,"2.1285867694245","2.06238168154164"
"Kindermilch","alpha","BG/NBD",4.08173458369262,"2.1285867694245","2.06238168154164"
"Kindermilch","alpha","BG/CNBD-k",0.990653557906829,"2.1285867694245","2.06238168154164"
"Kindermilch","alpha","MBG/NBD",14.2948604054255,"2.1285867694245","2.06238168154164"
"Kindermilch","alpha","MBG/CNBD-k",3.35348670448765,"2.1285867694245","2.06238168154164"
"Kindermilch","a","BG/NBD",1.81346979908521,"2.1285867694245","2.06238168154164"
"Kindermilch","a","BG/CNBD-k",1.21861310958585,"2.1285867694245","2.06238168154164"
"Kindermilch","a","MBG/NBD",0.791538168384641,"2.1285867694245","2.06238168154164"
"Kindermilch","a","MBG/CNBD-k",0.941137019949346,"2.1285867694245","2.06238168154164"
"Kindermilch","b","BG/NBD",7.55656124194422,"2.1285867694245","2.06238168154164"
"Kindermilch","b","BG/CNBD-k",3.08907064713914,"2.1285867694245","2.06238168154164"
"Kindermilch","b","MBG/NBD",0.848292716530802,"2.1285867694245","2.06238168154164"
"Kindermilch","b","MBG/CNBD-k",0.971551981471344,"2.1285867694245","2.06238168154164"
"Kindermilch","k","BG/NBD",1,"2.1285867694245","2.06238168154164"
"Kindermilch","k","BG/CNBD-k",3,"2.1285867694245","2.06238168154164"
"Kindermilch","k","MBG/NBD",1,"2.1285867694245","2.06238168154164"
"Kindermilch","k","MBG/CNBD-k",3,"2.1285867694245","2.06238168154164"
"Kindermilch","N","BG/NBD",158,"2.1285867694245","2.06238168154164"
"Kindermilch","N","BG/CNBD-k",158,"2.1285867694245","2.06238168154164"
"Kindermilch","N","MBG/NBD",158,"2.1285867694245","2.06238168154164"
"Kindermilch","N","MBG/CNBD-k",158,"2.1285867694245","2.06238168154164"
"Kitchen.paper...napk","MAE","BG/NBD",1.27993550639193,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","MAE","BG/CNBD-k",1.1834780749023,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","MAE","MBG/NBD",1.2392475804877,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","MAE","MBG/CNBD-k",1.11272639750227,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","RMSE","BG/NBD",2.11084457881149,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","RMSE","BG/CNBD-k",2.10006841411852,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","RMSE","MBG/NBD",2.12878786697389,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","RMSE","MBG/CNBD-k",2.14834239769686,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","BIAS","BG/NBD",0.0557276767758583,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","BIAS","BG/CNBD-k",-0.0846366994639049,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","BIAS","MBG/NBD",0.0155966614690832,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","BIAS","MBG/CNBD-k",-0.160726900301758,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","LL","BG/NBD",-9178.85729613016,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","LL","BG/CNBD-k",-8803.30057462754,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","LL","MBG/NBD",-9171.6438336596,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","LL","MBG/CNBD-k",-8773.70326940509,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","r","BG/NBD",0.457584621438836,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","r","BG/CNBD-k",0.423248151218873,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","r","MBG/NBD",1.09038331436745,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","r","MBG/CNBD-k",1.47533623002554,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","alpha","BG/NBD",9.5318593651338,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","alpha","BG/CNBD-k",2.00037211932057,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","alpha","MBG/NBD",15.0670268997371,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","alpha","MBG/CNBD-k",4.33993882615973,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","a","BG/NBD",0.318794691220215,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","a","BG/CNBD-k",0.52751904333249,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","a","MBG/NBD",0.293324588814212,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","a","MBG/CNBD-k",0.56021779298453,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","b","BG/NBD",2.64454861419302,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","b","BG/CNBD-k",1.8324999418486,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","b","MBG/NBD",0.651083295973128,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","b","MBG/CNBD-k",0.822936055320193,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","k","BG/NBD",1,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","k","BG/CNBD-k",3,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","k","MBG/NBD",1,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","k","MBG/CNBD-k",3,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","N","BG/NBD",1522,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","N","BG/CNBD-k",1522,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","N","MBG/NBD",1522,"2.23061909679979","1.86746196180881"
"Kitchen.paper...napk","N","MBG/CNBD-k",1522,"2.23061909679979","1.86746196180881"
"Kompott","MAE","BG/NBD",0.959715985992784,"1.73096872160203","1.84568432040259"
"Kompott","MAE","BG/CNBD-k",0.872897947402558,"1.73096872160203","1.84568432040259"
"Kompott","MAE","MBG/NBD",0.910711220672994,"1.73096872160203","1.84568432040259"
"Kompott","MAE","MBG/CNBD-k",0.797224455569215,"1.73096872160203","1.84568432040259"
"Kompott","RMSE","BG/NBD",2.04962247309739,"1.73096872160203","1.84568432040259"
"Kompott","RMSE","BG/CNBD-k",2.01781198652375,"1.73096872160203","1.84568432040259"
"Kompott","RMSE","MBG/NBD",1.98013787579222,"1.73096872160203","1.84568432040259"
"Kompott","RMSE","MBG/CNBD-k",1.91631710960667,"1.73096872160203","1.84568432040259"
"Kompott","BIAS","BG/NBD",0.465151260858657,"1.73096872160203","1.84568432040259"
"Kompott","BIAS","BG/CNBD-k",0.269759429407333,"1.73096872160203","1.84568432040259"
"Kompott","BIAS","MBG/NBD",0.367533701985026,"1.73096872160203","1.84568432040259"
"Kompott","BIAS","MBG/CNBD-k",0.121711674143151,"1.73096872160203","1.84568432040259"
"Kompott","LL","BG/NBD",-3782.76746657645,"1.73096872160203","1.84568432040259"
"Kompott","LL","BG/CNBD-k",-3649.53152072284,"1.73096872160203","1.84568432040259"
"Kompott","LL","MBG/NBD",-3779.44855707868,"1.73096872160203","1.84568432040259"
"Kompott","LL","MBG/CNBD-k",-3637.57342582076,"1.73096872160203","1.84568432040259"
"Kompott","r","BG/NBD",0.26846134247805,"1.73096872160203","1.84568432040259"
"Kompott","r","BG/CNBD-k",0.262770332475077,"1.73096872160203","1.84568432040259"
"Kompott","r","MBG/NBD",0.78635107942814,"1.73096872160203","1.84568432040259"
"Kompott","r","MBG/CNBD-k",1.11337577406957,"1.73096872160203","1.84568432040259"
"Kompott","alpha","BG/NBD",5.69674319392587,"1.73096872160203","1.84568432040259"
"Kompott","alpha","BG/CNBD-k",1.28513842837812,"1.73096872160203","1.84568432040259"
"Kompott","alpha","MBG/NBD",9.37580272589796,"1.73096872160203","1.84568432040259"
"Kompott","alpha","MBG/CNBD-k",2.83947115052489,"1.73096872160203","1.84568432040259"
"Kompott","a","BG/NBD",0.397378746180436,"1.73096872160203","1.84568432040259"
"Kompott","a","BG/CNBD-k",0.564035497527057,"1.73096872160203","1.84568432040259"
"Kompott","a","MBG/NBD",0.467472084770239,"1.73096872160203","1.84568432040259"
"Kompott","a","MBG/CNBD-k",0.668653941981364,"1.73096872160203","1.84568432040259"
"Kompott","b","BG/NBD",1.64758727168411,"1.73096872160203","1.84568432040259"
"Kompott","b","BG/CNBD-k",1.38616045099865,"1.73096872160203","1.84568432040259"
"Kompott","b","MBG/NBD",0.641195111776667,"1.73096872160203","1.84568432040259"
"Kompott","b","MBG/CNBD-k",0.657515325880786,"1.73096872160203","1.84568432040259"
"Kompott","k","BG/NBD",1,"1.73096872160203","1.84568432040259"
"Kompott","k","BG/CNBD-k",3,"1.73096872160203","1.84568432040259"
"Kompott","k","MBG/NBD",1,"1.73096872160203","1.84568432040259"
"Kompott","k","MBG/CNBD-k",3,"1.73096872160203","1.84568432040259"
"Kompott","N","BG/NBD",761,"1.73096872160203","1.84568432040259"
"Kompott","N","BG/CNBD-k",761,"1.73096872160203","1.84568432040259"
"Kompott","N","MBG/NBD",761,"1.73096872160203","1.84568432040259"
"Kompott","N","MBG/CNBD-k",761,"1.73096872160203","1.84568432040259"
"Machine.dish.washings","MAE","BG/NBD",0.748696317360445,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","MAE","BG/CNBD-k",0.674576109734406,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","MAE","MBG/NBD",0.711557011875243,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","MAE","MBG/CNBD-k",0.608531670645414,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","RMSE","BG/NBD",1.06669435331192,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","RMSE","BG/CNBD-k",1.04947593321354,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","RMSE","MBG/NBD",1.05899058548067,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","RMSE","MBG/CNBD-k",1.03273666910321,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","BIAS","BG/NBD",0.27231180293935,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","BIAS","BG/CNBD-k",-0.0535426687999265,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","BIAS","MBG/NBD",0.19669367767981,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","BIAS","MBG/CNBD-k",-0.142118029753912,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","LL","BG/NBD",-2705.21839149943,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","LL","BG/CNBD-k",-2673.1127519004,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","LL","MBG/NBD",-2703.49410989519,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","LL","MBG/CNBD-k",-2668.20718351595,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","r","BG/NBD",0.577489873715696,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","r","BG/CNBD-k",0.39049188970729,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","r","MBG/NBD",1.74369075619078,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","r","MBG/CNBD-k",1.66669817451362,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","alpha","BG/NBD",29.34068042111,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","alpha","BG/CNBD-k",6.04819365945006,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","alpha","MBG/NBD",52.0911012865361,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","alpha","MBG/CNBD-k",14.092019199494,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","a","BG/NBD",0.57425430619992,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","a","BG/CNBD-k",1.4939905906969,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","a","MBG/NBD",0.417204491066424,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","a","MBG/CNBD-k",1.23797900989458,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","b","BG/NBD",3.92426098519654,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","b","BG/CNBD-k",3.1535212729329,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","b","MBG/NBD",0.675155000618227,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","b","MBG/CNBD-k",1.30077377083275,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","k","BG/NBD",1,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","k","BG/CNBD-k",2,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","k","MBG/NBD",1,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","k","MBG/CNBD-k",2,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","N","BG/NBD",783,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","N","BG/CNBD-k",783,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","N","MBG/NBD",783,"1.68821383455354","1.57600514506371"
"Machine.dish.washings","N","MBG/CNBD-k",783,"1.68821383455354","1.57600514506371"
"Margarine","MAE","BG/NBD",1.25126020799862,"2.0306093376727","2.24224178425659"
"Margarine","MAE","BG/CNBD-k",1.13108506794107,"2.0306093376727","2.24224178425659"
"Margarine","MAE","MBG/NBD",1.21012929378347,"2.0306093376727","2.24224178425659"
"Margarine","MAE","MBG/CNBD-k",1.07887072239779,"2.0306093376727","2.24224178425659"
"Margarine","RMSE","BG/NBD",2.69302161268166,"2.0306093376727","2.24224178425659"
"Margarine","RMSE","BG/CNBD-k",2.70423066085781,"2.0306093376727","2.24224178425659"
"Margarine","RMSE","MBG/NBD",2.95912453260132,"2.0306093376727","2.24224178425659"
"Margarine","RMSE","MBG/CNBD-k",3.23682578515223,"2.0306093376727","2.24224178425659"
"Margarine","BIAS","BG/NBD",0.282954635874946,"2.0306093376727","2.24224178425659"
"Margarine","BIAS","BG/CNBD-k",0.110875530966909,"2.0306093376727","2.24224178425659"
"Margarine","BIAS","MBG/NBD",0.19658796016413,"2.0306093376727","2.24224178425659"
"Margarine","BIAS","MBG/CNBD-k",-0.0261910451668406,"2.0306093376727","2.24224178425659"
"Margarine","LL","BG/NBD",-6647.51452767819,"2.0306093376727","2.24224178425659"
"Margarine","LL","BG/CNBD-k",-6285.4541713974,"2.0306093376727","2.24224178425659"
"Margarine","LL","MBG/NBD",-6643.74265974663,"2.0306093376727","2.24224178425659"
"Margarine","LL","MBG/CNBD-k",-6267.06538638911,"2.0306093376727","2.24224178425659"
"Margarine","r","BG/NBD",0.306574301498434,"2.0306093376727","2.24224178425659"
"Margarine","r","BG/CNBD-k",0.310706636724612,"2.0306093376727","2.24224178425659"
"Margarine","r","MBG/NBD",0.73146061113006,"2.0306093376727","2.24224178425659"
"Margarine","r","MBG/CNBD-k",1.09886613191985,"2.0306093376727","2.24224178425659"
"Margarine","alpha","BG/NBD",4.56744947939498,"2.0306093376727","2.24224178425659"
"Margarine","alpha","BG/CNBD-k",1.13620207192219,"2.0306093376727","2.24224178425659"
"Margarine","alpha","MBG/NBD",6.97281269099162,"2.0306093376727","2.24224178425659"
"Margarine","alpha","MBG/CNBD-k",2.35968021966084,"2.0306093376727","2.24224178425659"
"Margarine","a","BG/NBD",0.264157062493562,"2.0306093376727","2.24224178425659"
"Margarine","a","BG/CNBD-k",0.400646844139175,"2.0306093376727","2.24224178425659"
"Margarine","a","MBG/NBD",0.365627809789159,"2.0306093376727","2.24224178425659"
"Margarine","a","MBG/CNBD-k",0.529809266007517,"2.0306093376727","2.24224178425659"
"Margarine","b","BG/NBD",1.2789558535278,"2.0306093376727","2.24224178425659"
"Margarine","b","BG/CNBD-k",1.17227709963415,"2.0306093376727","2.24224178425659"
"Margarine","b","MBG/NBD",0.687930546991946,"2.0306093376727","2.24224178425659"
"Margarine","b","MBG/CNBD-k",0.681181021355257,"2.0306093376727","2.24224178425659"
"Margarine","k","BG/NBD",1,"2.0306093376727","2.24224178425659"
"Margarine","k","BG/CNBD-k",3,"2.0306093376727","2.24224178425659"
"Margarine","k","MBG/NBD",1,"2.0306093376727","2.24224178425659"
"Margarine","k","MBG/CNBD-k",3,"2.0306093376727","2.24224178425659"
"Margarine","N","BG/NBD",1066,"2.0306093376727","2.24224178425659"
"Margarine","N","BG/CNBD-k",1066,"2.0306093376727","2.24224178425659"
"Margarine","N","MBG/NBD",1066,"2.0306093376727","2.24224178425659"
"Margarine","N","MBG/CNBD-k",1066,"2.0306093376727","2.24224178425659"
"Meat","MAE","BG/NBD",2.15094072554446,"1.86594215281838","2.2442856356847"
"Meat","MAE","BG/CNBD-k",1.91975233952446,"1.86594215281838","2.2442856356847"
"Meat","MAE","MBG/NBD",2.09713767920571,"1.86594215281838","2.2442856356847"
"Meat","MAE","MBG/CNBD-k",1.84215598084615,"1.86594215281838","2.2442856356847"
"Meat","RMSE","BG/NBD",3.12845457662071,"1.86594215281838","2.2442856356847"
"Meat","RMSE","BG/CNBD-k",2.97575611431203,"1.86594215281838","2.2442856356847"
"Meat","RMSE","MBG/NBD",3.11789442535012,"1.86594215281838","2.2442856356847"
"Meat","RMSE","MBG/CNBD-k",2.93382524256837,"1.86594215281838","2.2442856356847"
"Meat","BIAS","BG/NBD",0.367646148655787,"1.86594215281838","2.2442856356847"
"Meat","BIAS","BG/CNBD-k",0.22947782099746,"1.86594215281838","2.2442856356847"
"Meat","BIAS","MBG/NBD",0.350187178348284,"1.86594215281838","2.2442856356847"
"Meat","BIAS","MBG/CNBD-k",0.195912717968001,"1.86594215281838","2.2442856356847"
"Meat","LL","BG/NBD",-8888.25618426903,"1.86594215281838","2.2442856356847"
"Meat","LL","BG/CNBD-k",-8234.60100714321,"1.86594215281838","2.2442856356847"
"Meat","LL","MBG/NBD",-8878.38817026751,"1.86594215281838","2.2442856356847"
"Meat","LL","MBG/CNBD-k",-8200.08075671035,"1.86594215281838","2.2442856356847"
"Meat","r","BG/NBD",0.74949741951133,"1.86594215281838","2.2442856356847"
"Meat","r","BG/CNBD-k",0.749886087446037,"1.86594215281838","2.2442856356847"
"Meat","r","MBG/NBD",1.46451226730383,"1.86594215281838","2.2442856356847"
"Meat","r","MBG/CNBD-k",1.89802806274529,"1.86594215281838","2.2442856356847"
"Meat","alpha","BG/NBD",7.21307829006583,"1.86594215281838","2.2442856356847"
"Meat","alpha","BG/CNBD-k",1.8867403562233,"1.86594215281838","2.2442856356847"
"Meat","alpha","MBG/NBD",11.0759799881744,"1.86594215281838","2.2442856356847"
"Meat","alpha","MBG/CNBD-k",3.68333594170173,"1.86594215281838","2.2442856356847"
"Meat","a","BG/NBD",0.129317873228235,"1.86594215281838","2.2442856356847"
"Meat","a","BG/CNBD-k",0.251399699794175,"1.86594215281838","2.2442856356847"
"Meat","a","MBG/NBD",0.0919754827113596,"1.86594215281838","2.2442856356847"
"Meat","a","MBG/CNBD-k",0.240418213692016,"1.86594215281838","2.2442856356847"
"Meat","b","BG/NBD",4.73869293333338,"1.86594215281838","2.2442856356847"
"Meat","b","BG/CNBD-k",2.1266964203494,"1.86594215281838","2.2442856356847"
"Meat","b","MBG/NBD",0.413636362756901,"1.86594215281838","2.2442856356847"
"Meat","b","MBG/CNBD-k",0.769381858620713,"1.86594215281838","2.2442856356847"
"Meat","k","BG/NBD",1,"1.86594215281838","2.2442856356847"
"Meat","k","BG/CNBD-k",3,"1.86594215281838","2.2442856356847"
"Meat","k","MBG/NBD",1,"1.86594215281838","2.2442856356847"
"Meat","k","MBG/CNBD-k",3,"1.86594215281838","2.2442856356847"
"Meat","N","BG/NBD",890,"1.86594215281838","2.2442856356847"
"Meat","N","BG/CNBD-k",890,"1.86594215281838","2.2442856356847"
"Meat","N","MBG/NBD",890,"1.86594215281838","2.2442856356847"
"Meat","N","MBG/CNBD-k",890,"1.86594215281838","2.2442856356847"
"Mehl","MAE","BG/NBD",0.531848960975574,"1.53968619106187","1.70798532676242"
"Mehl","MAE","BG/CNBD-k",0.501315022195217,"1.53968619106187","1.70798532676242"
"Mehl","MAE","MBG/NBD",0.511614530867984,"1.53968619106187","1.70798532676242"
"Mehl","MAE","MBG/CNBD-k",0.468360168849107,"1.53968619106187","1.70798532676242"
"Mehl","RMSE","BG/NBD",0.972691561550523,"1.53968619106187","1.70798532676242"
"Mehl","RMSE","BG/CNBD-k",0.963808490491649,"1.53968619106187","1.70798532676242"
"Mehl","RMSE","MBG/NBD",0.944724906042785,"1.53968619106187","1.70798532676242"
"Mehl","RMSE","MBG/CNBD-k",0.943816205292843,"1.53968619106187","1.70798532676242"
"Mehl","BIAS","BG/NBD",0.051399025017824,"1.53968619106187","1.70798532676242"
"Mehl","BIAS","BG/CNBD-k",-0.128393012448711,"1.53968619106187","1.70798532676242"
"Mehl","BIAS","MBG/NBD",-0.0165068551506456,"1.53968619106187","1.70798532676242"
"Mehl","BIAS","MBG/CNBD-k",-0.244876644299554,"1.53968619106187","1.70798532676242"
"Mehl","LL","BG/NBD",-1784.69506891001,"1.53968619106187","1.70798532676242"
"Mehl","LL","BG/CNBD-k",-1766.16260239103,"1.53968619106187","1.70798532676242"
"Mehl","LL","MBG/NBD",-1785.68210000069,"1.53968619106187","1.70798532676242"
"Mehl","LL","MBG/CNBD-k",-1766.39790427689,"1.53968619106187","1.70798532676242"
"Mehl","r","BG/NBD",0.220497370663214,"1.53968619106187","1.70798532676242"
"Mehl","r","BG/CNBD-k",0.195602421438124,"1.53968619106187","1.70798532676242"
"Mehl","r","MBG/NBD",0.519531434503629,"1.53968619106187","1.70798532676242"
"Mehl","r","MBG/CNBD-k",0.671241521837777,"1.53968619106187","1.70798532676242"
"Mehl","alpha","BG/NBD",10.9522247679103,"1.53968619106187","1.70798532676242"
"Mehl","alpha","BG/CNBD-k",3.2355986986597,"1.53968619106187","1.70798532676242"
"Mehl","alpha","MBG/NBD",14.8057779962178,"1.53968619106187","1.70798532676242"
"Mehl","alpha","MBG/CNBD-k",5.33989075247928,"1.53968619106187","1.70798532676242"
"Mehl","a","BG/NBD",0.751829059100372,"1.53968619106187","1.70798532676242"
"Mehl","a","BG/CNBD-k",1.06620994247753,"1.53968619106187","1.70798532676242"
"Mehl","a","MBG/NBD",1.10220437998586,"1.53968619106187","1.70798532676242"
"Mehl","a","MBG/CNBD-k",1.50418788390057,"1.53968619106187","1.70798532676242"
"Mehl","b","BG/NBD",1.61209354544178,"1.53968619106187","1.70798532676242"
"Mehl","b","BG/CNBD-k",1.4900903640863,"1.53968619106187","1.70798532676242"
"Mehl","b","MBG/NBD",1.49095353463418,"1.53968619106187","1.70798532676242"
"Mehl","b","MBG/CNBD-k",1.26851783612336,"1.53968619106187","1.70798532676242"
"Mehl","k","BG/NBD",1,"1.53968619106187","1.70798532676242"
"Mehl","k","BG/CNBD-k",2,"1.53968619106187","1.70798532676242"
"Mehl","k","MBG/NBD",1,"1.53968619106187","1.70798532676242"
"Mehl","k","MBG/CNBD-k",2,"1.53968619106187","1.70798532676242"
"Mehl","N","BG/NBD",673,"1.53968619106187","1.70798532676242"
"Mehl","N","BG/CNBD-k",673,"1.53968619106187","1.70798532676242"
"Mehl","N","MBG/NBD",673,"1.53968619106187","1.70798532676242"
"Mehl","N","MBG/CNBD-k",673,"1.53968619106187","1.70798532676242"
"Milchdesserts","MAE","BG/NBD",1.11107475895806,"1.72601446708349","1.75491183284262"
"Milchdesserts","MAE","BG/CNBD-k",1.03757446091425,"1.72601446708349","1.75491183284262"
"Milchdesserts","MAE","MBG/NBD",1.05206225719451,"1.72601446708349","1.75491183284262"
"Milchdesserts","MAE","MBG/CNBD-k",0.980225898904696,"1.72601446708349","1.75491183284262"
"Milchdesserts","RMSE","BG/NBD",2.61664460692176,"1.72601446708349","1.75491183284262"
"Milchdesserts","RMSE","BG/CNBD-k",2.57390168527435,"1.72601446708349","1.75491183284262"
"Milchdesserts","RMSE","MBG/NBD",2.62417082026368,"1.72601446708349","1.75491183284262"
"Milchdesserts","RMSE","MBG/CNBD-k",2.59067634733533,"1.72601446708349","1.75491183284262"
"Milchdesserts","BIAS","BG/NBD",0.22375419685863,"1.72601446708349","1.75491183284262"
"Milchdesserts","BIAS","BG/CNBD-k",0.0424766325120938,"1.72601446708349","1.75491183284262"
"Milchdesserts","BIAS","MBG/NBD",0.163674799771111,"1.72601446708349","1.75491183284262"
"Milchdesserts","BIAS","MBG/CNBD-k",0.00460455527103653,"1.72601446708349","1.75491183284262"
"Milchdesserts","LL","BG/NBD",-6018.16127074604,"1.72601446708349","1.75491183284262"
"Milchdesserts","LL","BG/CNBD-k",-5816.17842656267,"1.72601446708349","1.75491183284262"
