"cust","date","amt"
13126,2009-06-15,60
13127,2009-04-19,109
13129,2009-04-13,78
13129,2009-04-22,85
13129,2009-04-24,89
13129,2009-06-06,59
13129,2009-06-20,39
13129,2009-07-01,89
13129,2009-09-19,148
13129,2009-10-01,59
13130,2009-04-16,178
13130,2009-04-17,268
13130,2009-04-20,118
13130,2009-04-27,149
13131,2009-04-13,128
13131,2009-05-02,79
13131,2009-05-09,39
13131,2009-06-02,287
13131,2009-07-25,130
13131,2009-12-11,89
13131,2010-02-01,70
13133,2009-04-21,101
13134,2009-04-22,39
13134,2009-06-09,49
13134,2009-08-29,119
13135,2009-04-16,79
13136,2009-04-24,159
13139,2009-04-18,39
13140,2009-04-18,80
13142,2009-04-12,49
13143,2009-04-09,68
13143,2009-04-14,39
13143,2009-06-02,101
13144,2009-04-22,137.9
13144,2009-05-18,266.1
13144,2009-06-05,159.2
13144,2009-06-19,156.9
13146,2009-04-24,69
13147,2009-04-14,557
13147,2009-06-12,169
13150,2009-04-24,79
13150,2009-11-17,107
13150,2010-03-28,88
13152,2009-04-26,198
13154,2009-04-19,69.5
13154,2009-05-07,89
13154,2009-05-16,267
13154,2009-06-14,29
13154,2009-06-27,49
13154,2009-08-23,138
13154,2009-08-30,89
13154,2009-09-15,119
13154,2009-10-02,29
13154,2009-10-28,99
13154,2009-11-12,308
13154,2010-02-21,139
13154,2010-02-22,228
13154,2010-03-10,49
13154,2010-03-20,49
13155,2009-04-19,78
13155,2009-04-23,49
13155,2009-07-08,195
13155,2009-07-18,79
13155,2009-08-11,196
13155,2009-09-29,108
13155,2009-10-02,78
13157,2009-04-11,29
13157,2009-04-13,2
13157,2009-06-15,100
13159,2009-04-12,69
13160,2009-04-24,108
13160,2009-04-25,2
13160,2009-11-01,29
13160,2009-11-05,44
13160,2009-11-20,269
13160,2009-12-18,252.8
13165,2009-04-20,49
13165,2009-05-23,89
13167,2009-04-26,118
13167,2009-09-27,158
13167,2010-02-09,134
13168,2009-04-15,67.9
13168,2009-04-29,19.9
13169,2009-04-10,258
13171,2009-04-23,68
13173,2009-04-10,432.9
13174,2009-04-10,415
13175,2009-04-24,98
13175,2009-05-22,118
13175,2009-06-26,73
13177,2009-04-22,99
13179,2009-04-14,150
13180,2009-04-16,198
13181,2009-04-20,207
13181,2009-05-25,354
13182,2009-04-20,49
13182,2009-11-02,441
13184,2009-04-19,69
13184,2009-06-23,49
13184,2009-07-22,19
13185,2009-04-18,128
13186,2009-04-13,128
13186,2009-05-13,139
13187,2009-04-15,69
13187,2009-08-05,49
13188,2009-04-12,79
13188,2009-12-14,69
13188,2010-01-21,69
13190,2009-04-24,298
13191,2009-04-10,119
13192,2009-04-22,208
13192,2009-04-28,407
13192,2009-07-01,128
13192,2009-08-06,110
13192,2009-11-02,129
13192,2009-11-03,165.9
13192,2009-11-07,213
13192,2009-11-20,137
13192,2009-12-02,323
13192,2010-01-24,124
13192,2010-03-11,482
13192,2010-03-28,342
13194,2009-04-27,699
13194,2009-05-26,207
13195,2009-04-17,287
13196,2009-04-30,71
13196,2009-05-04,127
13196,2009-05-05,91
13196,2009-05-18,551
13196,2009-06-08,275
13196,2009-08-11,378.9
13196,2009-08-19,185.9
13196,2009-09-06,131
13196,2009-09-22,58
13196,2009-09-29,99
13196,2009-10-07,188
13196,2009-12-11,90
13196,2009-12-14,159
13196,2010-01-15,149
13196,2010-02-08,161.8
13196,2010-03-12,349
13196,2010-04-15,159
13201,2009-04-30,24.5
13201,2009-09-16,79
13207,2009-04-29,90
13207,2009-08-01,143
13208,2009-04-30,29
13233,2009-04-29,117
13233,2009-08-08,127
13233,2009-12-26,127
13233,2010-03-11,166
13233,2010-03-22,72
13241,2009-04-29,158
13245,2009-04-28,207
13245,2009-04-29,69
13245,2009-10-05,89
13245,2009-10-08,177
13245,2009-10-22,308
13245,2009-10-28,59
13245,2009-11-07,99
13245,2009-12-20,577
13245,2010-01-10,323
13245,2010-03-05,552
13245,2010-03-31,55
13245,2010-04-01,55
13427,2009-04-30,429
13427,2009-05-21,135
13427,2009-06-08,148
13427,2009-06-13,299
13427,2009-07-05,188
13427,2009-07-17,293
13427,2009-12-26,499
13589,2009-04-02,161
13589,2009-04-04,102
13589,2009-04-22,128
13589,2009-05-21,98
13589,2009-10-09,198
13589,2009-10-20,99
13678,2009-04-03,211.5
13693,2009-04-24,79
13693,2009-05-08,256
13693,2009-05-10,249
13693,2009-05-11,368
13693,2009-05-15,0
13693,2009-06-07,255.8
13693,2009-07-06,255.7
13693,2009-08-05,308
13693,2009-08-08,119
13693,2009-08-18,242
13693,2009-08-31,335
13693,2009-10-08,139
13693,2009-10-17,139
13693,2009-11-03,424
13693,2009-11-30,486
13693,2009-12-23,304
13693,2010-01-22,99
13693,2010-02-22,270.6
13693,2010-03-05,128
13693,2010-03-24,111
13693,2010-04-21,59
13784,2009-04-03,157
13784,2009-04-09,39
13784,2009-10-21,69
13797,2009-04-08,288
13797,2009-04-09,99
13797,2009-05-07,157
13813,2009-04-15,129
13813,2009-05-06,19
13839,2009-04-16,49
13839,2010-03-17,29
13839,2010-03-26,157
14017,2009-04-08,158
14017,2009-05-05,216
14017,2009-07-02,168
14017,2009-07-29,130
14017,2009-10-27,172
14017,2009-11-13,367.8
14017,2009-11-15,99
14017,2010-03-06,252
14017,2010-03-20,363
14024,2009-04-12,49
14074,2009-04-28,196
14074,2009-05-17,154
14074,2009-06-04,168
14074,2009-06-17,799
14074,2009-06-23,78
14074,2009-07-13,189
14074,2009-07-18,209
14074,2009-08-06,65.5
14074,2009-08-11,19.9
14074,2009-08-18,128
14074,2009-08-21,39
14074,2009-08-23,48
14074,2009-08-24,69
14074,2009-09-06,29
14074,2009-09-07,49
14074,2009-09-19,39
14074,2009-10-12,13
14074,2009-10-23,69
14074,2009-10-24,13
14074,2009-10-29,38
14074,2009-10-30,25
14074,2009-11-02,120
14074,2009-11-03,193
14074,2009-11-06,0
14074,2009-11-08,29
14074,2009-11-11,45
14074,2009-11-12,10
14074,2009-11-18,48
14074,2009-11-26,99
14074,2009-12-01,15
14074,2009-12-06,259
14074,2009-12-09,50
14074,2009-12-11,55
14074,2009-12-16,108
14074,2009-12-18,26
14074,2010-02-10,68.9
14074,2010-02-18,59
14074,2010-02-20,216
14074,2010-02-24,0
14074,2010-03-01,25
14074,2010-03-02,99
14074,2010-03-04,185
14074,2010-03-06,79
14074,2010-03-07,49
14074,2010-03-11,118
14074,2010-03-13,19
14074,2010-03-14,19
14074,2010-03-19,10
14074,2010-03-22,11
14074,2010-03-25,248
14074,2010-04-09,119
14074,2010-04-18,129
14766,2009-04-21,561
14870,2009-04-23,39
14914,2009-04-23,127
14930,2009-04-13,178
14932,2009-04-01,60
14932,2009-09-10,89
14933,2009-04-22,317
14934,2009-04-03,190
14934,2009-04-10,89
14934,2009-07-27,69
14934,2009-07-30,49
14934,2009-11-29,238
14934,2009-12-09,299
14934,2009-12-13,457
14934,2009-12-25,273
14934,2009-12-26,348
14934,2010-04-11,169
14937,2009-04-03,193
14937,2009-04-09,42
14937,2009-07-03,59
14942,2009-04-07,218
14942,2009-05-04,138
14944,2009-04-09,48
14949,2009-04-01,671.9
14949,2009-04-14,632
14949,2009-04-24,125
14949,2009-06-03,188
14949,2009-07-03,526
14949,2009-12-24,78
14949,2010-03-22,277
14959,2009-04-03,129
14959,2009-05-28,79
14959,2009-06-09,99
14959,2009-12-27,124
14963,2009-04-01,231
14963,2009-05-21,196
14963,2009-06-09,157.8
14963,2009-06-10,34
14963,2009-06-17,163
14963,2009-06-23,39
14963,2009-06-25,265
14963,2009-06-30,158
14963,2009-07-23,46
14963,2009-09-16,158
14963,2009-10-23,784
14963,2009-10-31,139
14963,2009-11-02,160
14963,2009-11-04,641
14963,2010-01-11,219
14963,2010-01-29,267
14964,2009-04-01,97
14964,2009-05-25,157
14964,2009-06-16,98
14964,2009-08-17,156
14964,2009-09-03,247
14964,2009-10-30,124
14969,2009-04-25,133.5
14971,2009-04-16,0
14971,2009-04-20,98
14972,2009-04-22,130
14972,2009-05-22,98
14972,2009-06-08,59
14972,2009-07-20,186
14972,2009-09-06,128
14972,2009-09-20,189
14973,2009-04-21,160
14973,2009-07-15,357
14973,2010-01-26,187
14973,2010-03-18,197
14975,2009-04-10,277
14975,2009-05-27,217
14975,2009-06-29,304.9
14975,2009-11-22,160.9
14975,2009-12-07,98
14976,2009-04-14,316
14976,2009-05-01,571
14976,2009-05-08,139
14979,2009-04-24,90
14979,2009-07-19,229
14979,2009-12-02,190
14979,2009-12-12,170
14980,2009-04-12,39
14980,2009-04-14,89
14980,2009-05-01,88
14980,2009-05-31,29
14980,2009-06-18,162
14980,2009-10-08,237
14980,2009-10-21,109
14980,2009-11-27,69
14980,2010-01-22,159
14980,2010-03-19,118
14981,2009-04-17,51
14981,2009-04-24,49
14982,2009-04-15,90
14982,2010-04-21,389
14983,2009-04-23,464
14983,2009-05-02,59
14983,2009-10-01,219
14985,2009-04-15,247
14986,2009-04-11,48
14987,2009-04-25,296
14987,2009-06-03,49
14988,2009-04-10,927
14988,2010-03-16,339
14988,2010-04-01,216.8
14990,2009-04-20,179.9
14990,2009-11-02,186.9
14991,2009-04-15,152
14991,2009-05-22,335
14991,2009-06-24,165
14991,2009-07-01,306
14991,2009-07-08,132.9
14991,2009-07-09,89
14991,2009-07-14,0
14991,2009-08-04,249
14991,2009-08-07,39
14991,2009-08-11,107
14991,2009-09-01,70.9
14991,2009-09-21,89
14991,2009-09-24,89
14991,2009-10-12,49
14991,2009-11-02,424
14991,2009-11-12,99
14991,2009-11-20,336
14991,2009-11-26,479
14991,2009-12-03,146
14991,2009-12-26,138
14991,2010-01-04,59
14991,2010-01-17,117.8
14991,2010-02-27,314
14991,2010-03-19,13
14991,2010-04-18,99
14992,2009-04-10,222
14992,2009-05-28,107
14992,2009-06-12,245
14992,2009-11-07,187
14992,2010-01-24,136
14993,2009-04-15,221
14994,2009-04-15,59
14994,2009-05-07,553
14994,2009-10-25,215.9
14994,2009-12-06,138
14994,2009-12-18,159
14994,2010-03-11,154
14998,2009-04-13,257
14999,2009-04-23,177
15002,2009-04-24,167
15003,2009-04-17,108
15005,2009-04-11,41
15007,2009-04-12,238
15007,2009-09-04,25
15007,2009-09-28,59
15009,2009-04-13,276
15009,2009-04-14,147
15009,2009-04-16,29
15009,2009-05-08,138
15009,2009-05-13,148
15009,2009-05-15,148
15009,2009-05-18,228
15009,2009-05-27,176
15009,2009-05-31,5
15009,2009-06-01,176
15009,2009-06-03,195
15009,2009-06-08,79
15009,2009-06-13,234
15009,2009-06-15,158
15009,2009-06-17,59
15009,2009-06-23,270
15009,2009-06-26,98
15009,2009-07-17,79
15009,2009-07-24,196
15009,2009-10-10,158
15009,2010-03-23,228
15009,2010-03-24,68
15011,2009-04-10,29
15027,2009-04-29,29
15060,2009-04-28,49
15060,2009-07-01,49
15070,2009-04-28,347.9
15070,2009-06-03,762
15070,2009-06-08,78
15070,2009-06-11,1233
15070,2009-06-15,78
15070,2009-06-19,386
15070,2009-06-24,486
15070,2009-06-26,679
15070,2009-07-02,319
15070,2009-07-06,494.9
15070,2009-08-03,145
15070,2009-09-14,593
15070,2009-09-16,156
15070,2010-04-08,468
15070,2010-04-15,788
15081,2009-04-29,232
15292,2009-04-18,49
15353,2009-04-04,88
15353,2009-04-29,78
15353,2009-05-09,193
15353,2009-10-25,99
15371,2009-04-09,99
15549,2009-04-17,153
15549,2009-07-18,107
15583,2009-04-21,80
15592,2009-04-08,157
15592,2009-04-29,170.5
15603,2009-04-11,268
15636,2009-04-21,334
15636,2009-04-22,434
15636,2009-05-12,207
15636,2009-05-16,147
15636,2009-05-24,310
15636,2009-05-28,192
15636,2009-09-04,443.8
15636,2009-12-13,891
15636,2010-04-25,178
15662,2009-04-02,119
15664,2009-04-03,49
15684,2009-04-10,19
15684,2009-11-16,1000
15684,2009-11-25,0
15710,2009-04-21,523
15710,2009-07-28,160.9
15710,2009-08-23,199
15710,2009-09-03,0
15710,2009-09-07,5
15710,2009-12-22,73
15711,2009-04-20,710
15711,2009-04-25,297
15711,2010-04-15,856
15720,2009-04-19,324
15788,2009-04-12,266
15824,2009-04-17,3
15849,2009-04-01,266.8
15849,2009-04-20,252
15849,2009-05-02,206
15849,2009-05-06,306
15849,2009-05-08,334
15849,2009-05-09,153
15849,2009-05-21,570
15849,2009-05-27,79
15849,2009-06-27,263
15849,2009-07-06,29.9
15849,2009-07-09,333.8
15849,2009-07-15,169
15849,2009-07-16,157
15849,2009-07-17,132
15849,2009-10-05,3
15849,2009-10-06,201
15849,2009-11-12,49
15857,2009-04-02,89
15857,2009-04-14,129
15857,2009-04-18,39
15857,2009-06-20,413
15857,2009-11-23,386
15857,2009-11-26,122
15869,2009-04-07,178
15869,2009-06-07,87.9
15869,2009-06-15,174
15869,2009-09-08,165
15894,2009-04-09,104.9
15894,2009-04-10,132
15894,2009-06-12,154.9
15924,2009-04-27,160
15928,2009-04-20,64
15928,2009-06-23,49
15928,2009-10-20,178
15957,2009-04-19,336
15957,2009-05-11,395
15957,2009-05-17,305
15957,2009-09-13,355
15957,2009-10-02,292
16017,2009-04-29,49
16031,2009-04-14,156.8
16047,2009-04-08,258
16074,2009-04-13,39
16541,2009-04-01,412
16541,2010-03-26,167
16843,2009-04-06,49
16843,2009-04-29,29
16846,2009-04-03,147.9
16855,2009-04-03,118
16860,2009-04-06,29
16860,2009-04-08,183.5
16860,2009-04-10,15
16860,2009-04-14,208
16860,2009-04-18,59
16860,2009-04-22,49
16860,2009-04-24,267
16860,2009-04-25,59
16860,2009-04-27,49
16860,2009-04-29,139
16860,2009-04-30,49
16860,2009-05-03,179
16860,2009-06-12,218
16862,2009-04-08,89
16863,2009-04-06,199
16863,2009-09-07,169
16863,2010-03-24,226
16868,2009-04-07,281
16871,2009-04-09,108
16871,2009-05-05,68.9
16871,2009-05-08,176.9
16871,2009-05-24,288
16871,2009-06-30,302
16871,2009-08-20,82.9
16871,2010-03-21,159
16878,2009-04-01,1
16880,2009-04-02,48
16884,2009-04-08,89
16885,2009-04-07,276
16887,2009-04-01,264
16896,2009-04-04,322
16896,2009-05-24,29
16897,2009-04-04,25
16897,2009-12-13,39
16898,2009-04-05,393
16898,2009-05-27,125
16901,2009-04-26,160
16903,2009-04-20,229
16903,2009-05-24,44
16903,2009-05-30,49
16904,2009-04-09,39
16905,2009-04-18,138
16905,2009-05-27,89
16906,2009-04-18,108
16906,2010-01-17,108
16907,2009-04-26,99
16907,2009-09-05,79
16909,2009-04-24,358
16909,2009-07-23,216.8
16909,2009-09-05,39
16909,2009-09-19,212
16909,2009-10-15,465
16909,2009-12-25,252
16909,2010-01-27,313.8
16909,2010-03-11,329.9
16909,2010-03-15,261
16909,2010-03-20,29
16911,2009-04-12,199
16911,2009-06-15,218
16913,2009-04-15,147
16914,2009-04-17,39
16914,2009-04-20,90
16914,2009-05-15,446
16914,2009-07-19,59
16915,2009-04-19,80
16915,2009-05-01,49
16915,2009-05-19,49
16915,2009-06-19,12.5
16915,2009-07-23,79
16915,2009-10-10,198
16915,2009-10-14,69
16918,2009-04-13,198
16918,2009-05-16,29
16918,2009-05-27,128
16918,2009-10-16,69
16919,2009-04-15,200
16919,2009-04-29,209
16919,2009-08-01,139
16919,2009-09-08,129
16919,2009-12-29,159
16919,2010-04-02,39
16919,2010-04-09,39
16920,2009-04-12,88
16921,2009-04-15,59
16922,2009-04-13,60
16923,2009-04-22,49
16924,2009-04-15,184
16926,2009-04-25,80
16926,2009-06-06,79
16926,2010-01-01,289
16926,2010-03-06,0
16926,2010-03-20,89
16927,2009-04-10,29
16930,2009-04-17,99
16931,2009-04-26,117
16931,2009-05-31,128
16931,2009-06-10,0
16931,2009-06-20,59
16931,2009-11-02,69
16932,2009-04-27,80
16932,2009-06-05,25
16932,2009-12-18,181.9
16932,2010-01-17,117
16933,2009-04-23,271
16933,2009-04-30,394
16933,2009-09-29,212
16933,2009-10-10,198
16933,2009-11-24,157.6
16934,2009-04-16,77.9
16934,2009-05-21,108
16934,2009-06-02,29
16936,2009-04-25,247
16936,2009-08-01,175
16936,2009-09-19,398
16936,2009-10-15,184
16936,2009-11-09,25
16936,2009-11-11,58
16936,2009-11-16,49
16936,2009-12-07,49
16937,2009-04-25,49
16938,2009-04-22,478
16939,2009-04-13,228
16939,2009-04-29,158
16939,2009-05-09,59
16939,2010-02-27,99
16940,2009-04-10,99
16940,2009-06-22,49
16941,2009-04-22,138
16942,2009-04-19,79
16949,2009-04-14,69
16951,2009-04-22,154
16952,2009-04-15,29
16954,2009-04-23,89
16955,2009-04-11,307
16955,2009-06-17,208
16959,2009-04-30,196
16959,2009-06-26,216
16959,2009-09-25,476
16959,2009-11-05,88
16961,2009-04-21,98
16961,2009-08-01,69
16961,2009-09-11,68
16962,2009-04-15,90
16962,2010-02-02,88
16963,2009-04-19,80
16965,2009-04-11,79
16966,2009-04-18,69
16967,2009-04-18,49
16968,2009-04-26,150
16969,2009-04-09,178
16970,2009-04-10,39
16970,2009-04-14,60
16970,2009-04-27,225
16970,2009-05-07,138
16970,2009-08-13,34
16970,2009-08-17,177
16970,2009-11-09,151.9
16971,2009-04-13,90
16971,2009-06-11,89
16973,2009-04-14,113
16973,2009-04-20,206
16973,2009-05-04,197
16973,2009-05-11,233
16973,2009-05-18,49
16973,2009-06-18,78
16973,2009-10-13,138
16973,2009-12-22,59
16973,2009-12-24,108.8
16973,2010-01-13,29
16973,2010-01-27,29
16973,2010-03-23,79
16973,2010-04-14,134
16977,2009-04-20,366
16977,2009-06-10,0
16977,2009-06-11,178
16979,2009-04-11,79
16981,2009-04-17,514
17001,2009-04-30,140
17001,2009-10-06,99
17001,2010-02-23,79
17001,2010-03-11,214
17001,2010-04-03,69
17006,2009-04-15,22
17006,2009-04-21,167
17006,2009-05-21,49
17006,2009-05-30,68.9
17006,2009-05-31,178
17006,2009-08-24,178
17006,2009-09-23,118
17006,2009-10-15,188
17006,2009-10-30,292
17006,2009-11-20,167.9
17006,2009-11-27,119
17006,2009-11-29,99
17006,2009-12-28,158
17006,2010-02-11,138
17006,2010-02-24,235
17006,2010-03-12,78
17006,2010-03-30,39
17006,2010-04-02,275
17006,2010-04-06,96
17006,2010-04-14,69
17006,2010-04-20,148
17024,2009-04-30,155.8
17024,2009-05-19,528
17024,2009-06-11,342
17024,2009-06-12,38
17024,2009-06-16,9
17024,2009-06-17,136
17024,2009-11-18,493.9
17024,2009-11-30,184
17024,2010-01-14,139
17024,2010-03-02,137.9
17024,2010-03-05,197
17024,2010-03-10,19.9
17024,2010-03-17,29
17041,2009-04-28,79
17055,2009-04-30,246
17055,2009-08-03,128
17060,2009-04-29,283
17060,2009-08-24,262
17060,2009-10-07,131
17060,2009-12-20,111
17228,2009-04-05,49
17228,2009-06-07,49
17288,2009-04-09,49
17288,2009-07-05,29
17322,2009-04-21,49
17322,2009-12-27,280
17322,2010-04-22,170
17377,2009-04-09,128
17377,2009-08-18,128
17382,2009-04-13,357
17382,2009-04-22,688
17382,2009-04-28,69
17382,2009-05-05,200
17382,2009-05-12,79
17382,2009-05-25,259.8
17382,2009-06-22,35
17382,2009-06-25,195
17382,2009-07-09,88
17382,2009-07-15,114
17382,2009-07-21,453
17382,2009-07-22,315
17382,2009-07-23,136
17382,2009-07-27,195
17382,2009-07-28,13
17382,2009-08-07,29
17382,2009-08-10,46
17382,2009-08-20,58
17382,2009-08-22,195
17382,2009-08-24,102
17382,2009-08-27,110
17382,2009-09-01,299
17382,2009-09-09,200
17382,2009-09-11,195
17382,2009-09-14,191
17382,2009-09-17,69
17382,2009-09-22,195
17382,2009-09-23,131
17382,2009-10-11,78
17382,2009-10-21,195
17382,2009-10-22,265
17382,2009-11-08,390
17382,2009-11-09,138
17382,2009-11-11,69
17382,2010-01-08,29
17382,2010-01-28,68
17382,2010-02-25,333
17382,2010-02-28,23
17382,2010-03-08,932
17382,2010-03-10,89
17382,2010-03-11,242
17382,2010-03-12,49
17382,2010-03-16,29
17426,2009-04-01,188
17597,2009-04-01,99
17597,2009-05-11,169
17597,2009-06-16,49
17597,2009-09-16,238
17597,2010-02-05,49
17597,2010-02-20,119
17607,2009-04-18,49
17657,2009-04-19,168
17687,2009-04-07,627
17695,2009-04-09,275
17695,2009-04-12,158
17695,2009-04-13,374
17695,2009-04-14,29
17695,2009-04-19,69
17695,2009-05-04,108
17695,2009-07-02,49
17695,2009-08-15,50
17695,2009-10-13,218
17695,2010-04-08,119
17697,2009-04-14,191
17697,2009-06-21,352.9
17697,2009-10-06,233
17697,2009-10-24,19
17697,2009-12-06,176
17697,2010-01-17,189.9
17697,2010-01-26,123
17752,2009-04-22,197
17752,2009-08-17,137.9
17752,2009-11-17,519
17752,2009-11-23,203
17752,2009-12-01,18
17752,2009-12-21,432
17752,2009-12-27,29
17752,2010-02-24,158
17767,2009-04-29,166.6
17767,2009-06-20,276
17767,2009-11-11,471.9
17775,2009-04-06,69
17785,2009-04-08,79
17785,2009-05-26,0
17785,2009-06-05,89
17785,2009-08-19,159.9
17785,2010-03-04,673.8
17785,2010-03-06,3
17805,2009-04-26,1604
17805,2009-07-21,354
17808,2009-04-16,188
17808,2009-04-17,55
17808,2009-07-28,127
17808,2009-09-24,144
17808,2009-12-16,178
17808,2010-01-28,238
17808,2010-04-14,248
17905,2009-04-12,229
18051,2009-04-10,202
18459,2009-04-28,185
18459,2009-06-23,39
18459,2009-08-31,49
18536,2009-04-24,166
18536,2009-11-15,246.7
18536,2009-12-24,129
18919,2009-04-07,101
18925,2009-04-06,78
18928,2009-04-09,29
18929,2009-04-05,134
18933,2009-04-08,138
18938,2009-04-02,149
18947,2009-04-05,59
18948,2009-04-07,191
18948,2009-04-22,31
18948,2009-04-23,19
18948,2009-05-27,671
18948,2009-06-01,201
18948,2009-06-07,531
18948,2009-10-10,109
18948,2009-10-13,204
18948,2010-01-29,192
18948,2010-03-27,150
18949,2009-04-04,59
18957,2009-04-07,206
18957,2009-06-02,137
18957,2009-06-08,68
18957,2009-07-23,78
18957,2009-07-25,82.9
18957,2010-04-01,19
18957,2010-04-16,88
18958,2009-04-01,257
18958,2009-05-22,49
18960,2009-04-06,218
18960,2009-10-02,29
18961,2009-04-02,89
18963,2009-04-08,89
18963,2009-05-08,483
18967,2009-04-05,149
18973,2009-04-13,38.9
18974,2009-04-16,226
18974,2009-11-03,29
18978,2009-04-10,138
18978,2009-05-26,120
18978,2009-10-09,93
18978,2009-10-10,0
18979,2009-04-27,69
18980,2009-04-17,207
18983,2009-04-20,89
18983,2009-04-26,217
18983,2009-05-15,79
18983,2009-05-23,167
18983,2009-10-02,159
18983,2010-03-06,106
18984,2009-04-19,42
18984,2009-04-21,80
18984,2009-04-24,29
18984,2009-04-25,290
18984,2009-05-13,0
18988,2009-04-24,29
18989,2009-04-19,546
18989,2009-07-17,542
18989,2009-11-05,146
18989,2010-03-29,237.9
18989,2010-04-11,301
18990,2009-04-23,39
18991,2009-04-16,58.9
18991,2009-06-03,48.9
18991,2009-06-04,88
18991,2009-06-23,112
18991,2009-09-24,29
18992,2009-04-11,357
18993,2009-04-24,206
18993,2009-11-19,58
18994,2009-04-19,227
18994,2009-05-09,159
18995,2009-04-23,176
18997,2009-04-26,98
18999,2009-04-21,188
19000,2009-04-25,220
19000,2009-05-02,190
19000,2009-06-07,30
19000,2009-12-25,169
19000,2010-01-09,104
19000,2010-01-13,168
19000,2010-02-06,113
19000,2010-03-08,108
19000,2010-03-10,100
19000,2010-03-16,69
19002,2009-04-09,81
19004,2009-04-27,78
19004,2009-12-09,89
19004,2009-12-11,199
19006,2009-04-14,130
19006,2009-04-17,442
19006,2009-06-06,374.9
19006,2009-06-15,1
19006,2009-06-29,58
19006,2009-10-11,62
19006,2009-12-31,81.9
19006,2010-01-28,169
19007,2009-04-14,49
19008,2009-04-20,112
19008,2009-05-21,355
19008,2009-12-02,90
19008,2010-03-07,188
19008,2010-03-19,459
19008,2010-03-31,36
19009,2009-04-26,49
19009,2009-07-12,69
19010,2009-04-18,29
19012,2009-04-19,19
19013,2009-04-25,29
19013,2009-09-26,356
19014,2009-04-11,39
19014,2009-05-24,130
19016,2009-04-09,98
19019,2009-04-15,39
19019,2009-11-24,130
19023,2009-04-16,128
19023,2009-06-11,265
19023,2009-06-16,29
19023,2009-06-30,30
19023,2009-07-11,99
19023,2009-10-05,49
19023,2009-10-19,198
19027,2009-04-23,59
19028,2009-04-16,269
19028,2009-07-14,145.8
19028,2010-03-22,162
19028,2010-03-23,372
19029,2009-04-03,129
19029,2009-04-06,48
19031,2009-04-24,313
19032,2009-04-17,158
19032,2009-05-20,391
19032,2009-06-05,59
19033,2009-04-13,69
19037,2009-04-30,48
19037,2009-12-08,89
19037,2009-12-11,424.6
19038,2009-04-28,168
19043,2009-04-28,49
19052,2009-04-28,29
19052,2009-12-15,329
19063,2009-04-28,388
19070,2009-04-29,2
19070,2009-04-30,202
19074,2009-04-28,29
19074,2009-12-11,39
19078,2009-04-30,29
19078,2010-01-11,158
19079,2009-04-30,118.8
19081,2009-04-28,346
19100,2009-04-30,49
19217,2009-04-10,276
19217,2009-04-18,177
19217,2009-04-25,129
19329,2009-04-27,179
19338,2009-04-14,164.9
19338,2009-04-16,9
19338,2009-09-01,395
19338,2009-09-11,79
19394,2009-04-30,228
19434,2009-04-17,165
19445,2009-04-21,517
19445,2009-04-24,39
19445,2009-10-16,420
19511,2009-04-17,260.9
19600,2009-04-16,160
19604,2009-04-18,76
19604,2010-03-18,180
19617,2009-04-13,167
19617,2009-09-24,103
19710,2009-04-02,287
19710,2009-04-10,69
19710,2009-05-27,128
19710,2009-07-21,167
19710,2009-07-22,146.9
19710,2009-08-28,304.9
19710,2009-09-01,3
19710,2010-04-08,263
19717,2009-04-01,39
19778,2009-04-18,99
19829,2009-04-07,116
19829,2009-04-15,39
19905,2009-04-29,158
19905,2009-06-05,173
19905,2009-06-09,265
19905,2009-09-26,357
19905,2009-10-08,199
19905,2009-10-17,439
19905,2009-11-03,94
19905,2009-11-25,302
19905,2009-12-25,96
19936,2009-04-15,185
19951,2009-04-27,263.5
19985,2009-04-01,44
19985,2009-04-20,29
19985,2009-05-06,156
20017,2009-04-28,67
20017,2009-05-08,99
20017,2009-05-24,144
20017,2009-05-28,19
20017,2010-01-20,117
20020,2009-04-08,69
20020,2009-07-23,59
20043,2009-04-11,119
20043,2009-04-15,99
20043,2009-05-15,257
20043,2009-05-16,69
20043,2009-06-01,218.9
20043,2009-06-13,68
20043,2009-06-18,360
20043,2009-08-17,289
20593,2009-04-11,9
20593,2009-04-15,43
20593,2009-05-01,45
20593,2009-10-04,79
20593,2009-11-03,74
20593,2010-02-11,118
20593,2010-02-27,152
20593,2010-03-13,58
20920,2009-04-02,59
20920,2009-10-16,99
20921,2009-04-06,169
20921,2009-11-06,99
20927,2009-04-06,309
20927,2009-06-01,68
20927,2009-06-02,375
20927,2009-06-03,59
20927,2009-06-04,157
20927,2009-06-05,27
20927,2009-06-18,29
20927,2009-06-30,138
20927,2009-08-23,313.9
20927,2009-08-25,3
20927,2009-08-26,264
20927,2009-11-07,59
20927,2009-11-08,168.9
20928,2009-04-07,79
20928,2009-04-10,89
20931,2009-04-02,98
20931,2009-04-29,123
20931,2009-05-05,118
20931,2009-05-06,39
20931,2009-05-12,78
20938,2009-04-05,89
20938,2009-09-12,149
20940,2009-04-14,89
20946,2009-04-01,79
20947,2009-04-01,99
20947,2009-11-12,409
20949,2009-04-07,79
20949,2009-05-09,29
20951,2009-04-08,129
20951,2009-04-09,99
20951,2009-09-16,42.7
20951,2009-10-19,129
20952,2009-04-01,211
20952,2009-04-03,138
20952,2009-04-05,89
20952,2009-06-23,105
20954,2009-04-08,655
