"merchant","cust","date","first"
"office","4fac02097bfdaa5457986337111f14ad",2014-04-22,2014-04-22
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-10-30,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-10-01,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-07-22,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-07-11,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-06-20,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-06-04,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-05-20,2014-03-28
"office","4fffac1be33796c04ba4c10b5ccbe839",2014-03-28,2014-03-28
"office","503dea23ec4aed476e48681f7c381fb7",2014-04-30,2014-04-30
"office","50b43024d9f2a14698698ad2908a5756",2014-04-07,2014-04-07
"office","513d85918bc9b494786c134a62b41afc",2014-03-27,2014-03-27
"office","5191c9b0513aa55a226e41400f361ca8",2014-04-24,2014-04-24
"office","51e4035b39ce7e29a787fcb9c6f803f3",2014-04-17,2014-04-17
"office","52c67e581bb815ccc85bf7f28e11b50d",2014-09-11,2014-04-15
"office","52c67e581bb815ccc85bf7f28e11b50d",2014-07-29,2014-04-15
"office","52c67e581bb815ccc85bf7f28e11b50d",2014-07-04,2014-04-15
"office","52c67e581bb815ccc85bf7f28e11b50d",2014-05-27,2014-04-15
"office","52c67e581bb815ccc85bf7f28e11b50d",2014-04-15,2014-04-15
"office","532a7f674cc1f6f19fcc6a6fae628e5d",2014-04-28,2014-04-28
"office","532c4c008aebed0b252df31204b6e476",2014-06-23,2014-04-16
"office","532c4c008aebed0b252df31204b6e476",2014-06-18,2014-04-16
"office","532c4c008aebed0b252df31204b6e476",2014-04-24,2014-04-16
"office","532c4c008aebed0b252df31204b6e476",2014-04-22,2014-04-16
"office","532c4c008aebed0b252df31204b6e476",2014-04-16,2014-04-16
"office","53459974ac3feb8d8beafba2e2a909aa",2014-03-27,2014-03-27
"office","53aeeba73903cce4621a1a15b906f09d",2014-04-09,2014-04-09
"office","53e1c340cf28a2b48026b6e098d178d5",2014-04-11,2014-04-11
"office","543a2adc7f6b81c8bef34c336d940953",2014-04-20,2014-04-20
"office","547e53ff3b01a704f45e3f878a542298",2014-09-17,2014-04-23
"office","547e53ff3b01a704f45e3f878a542298",2014-08-27,2014-04-23
"office","547e53ff3b01a704f45e3f878a542298",2014-04-23,2014-04-23
"office","54d32c98a0e5dd3e7b3027668e4d813d",2014-04-09,2014-04-09
"office","552975e5db4f3ddd2bc0f66ac3346075",2014-03-26,2014-03-26
"office","55510bef736c0b82836812834ef4b46e",2014-07-15,2014-04-09
"office","55510bef736c0b82836812834ef4b46e",2014-05-20,2014-04-09
"office","55510bef736c0b82836812834ef4b46e",2014-04-09,2014-04-09
"office","5593637ed471659a6476f5f20070cb48",2014-10-14,2014-04-01
"office","5593637ed471659a6476f5f20070cb48",2014-04-01,2014-04-01
"office","559611849aa883c72fd96eb50cf4f041",2014-03-31,2014-03-31
"office","55bbf01a193ffa97b3f9914f759b10bb",2014-04-07,2014-04-07
"office","55ef4e1c6a169610f46db07b627fc28f",2014-04-24,2014-04-24
"office","55fef2583bdd8f927cd1852fc1e8ca40",2014-04-25,2014-04-25
"office","560e617caf93d0bb92751f3f47c3b70f",2014-04-17,2014-04-17
"office","564ab34106c1ee4bfd032418c978bb0b",2014-04-15,2014-04-15
"office","570bdd34b1f4d82ebc2cccf5bbc0b6b1",2014-04-30,2014-04-30
"office","5727f7c5a095b9840cf2c5286681753e",2014-04-15,2014-04-15
"office","586ebd3a417a4042c84b10e90d4e5c7f",2014-04-09,2014-04-09
"office","588892b0901c72cfca7755bcbe415859",2014-03-25,2014-03-25
"office","58b6255abcd9aaa2776acce5bcc333a5",2014-10-16,2014-04-15
"office","58b6255abcd9aaa2776acce5bcc333a5",2014-07-09,2014-04-15
"office","58b6255abcd9aaa2776acce5bcc333a5",2014-04-15,2014-04-15
"office","59538c233f16a0f63b273715c4cc0c7a",2014-10-13,2014-04-29
"office","59538c233f16a0f63b273715c4cc0c7a",2014-05-22,2014-04-29
"office","59538c233f16a0f63b273715c4cc0c7a",2014-04-29,2014-04-29
"office","596ae934e2cb0940eaf04747af08da93",2014-04-10,2014-04-10
"office","59d8f2b24f2e5066e389f176825e7df1",2014-04-30,2014-04-30
"office","5a292c61c29b5c9ce08199e463868146",2014-05-15,2014-04-09
"office","5a292c61c29b5c9ce08199e463868146",2014-05-05,2014-04-09
"office","5a292c61c29b5c9ce08199e463868146",2014-04-09,2014-04-09
"office","5a447e8516df9697a553538eaafdd72e",2014-04-03,2014-04-03
"office","5a6e0eb0d779cf58b1d6b5e2119d3346",2014-06-17,2014-04-30
"office","5a6e0eb0d779cf58b1d6b5e2119d3346",2014-06-06,2014-04-30
"office","5a6e0eb0d779cf58b1d6b5e2119d3346",2014-05-16,2014-04-30
"office","5a6e0eb0d779cf58b1d6b5e2119d3346",2014-05-08,2014-04-30
"office","5a6e0eb0d779cf58b1d6b5e2119d3346",2014-04-30,2014-04-30
"office","5aef9b92d358acb043aedab6035da36f",2014-04-01,2014-04-01
"office","5b9098cc9bee0939c3e956942f7ee3d6",2014-04-15,2014-04-15
"office","5bf70b2f5896134fcfab77714351f3f3",2014-10-20,2014-04-08
"office","5bf70b2f5896134fcfab77714351f3f3",2014-08-20,2014-04-08
"office","5bf70b2f5896134fcfab77714351f3f3",2014-06-03,2014-04-08
"office","5bf70b2f5896134fcfab77714351f3f3",2014-04-08,2014-04-08
"office","5c93e48f4f90d90cafa5f204140a5444",2014-05-22,2014-03-28
"office","5c93e48f4f90d90cafa5f204140a5444",2014-03-28,2014-03-28
"office","5c9b30b45c1a6466aa890597ffbb1c7e",2014-04-23,2014-04-23
"office","5d32a55090849ca53a06900f2570af81",2014-03-27,2014-03-27
"office","5d59c3c99f490f55c9030f8ddc8f8c53",2014-04-22,2014-04-22
"office","5da6108c5c72d5b49ef1e5cc551c7989",2014-04-16,2014-04-16
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-08-28,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-07-09,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-07-02,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-06-30,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-06-06,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-05-27,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-05-22,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-05-21,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-05-15,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-05-02,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-04-28,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-04-28,2014-04-10
"office","5dc16b5265e5d70771c5ca1dcf53d92f",2014-04-10,2014-04-10
"office","5e09dc3d49f28333d2d0e7ec323af28e",2014-04-14,2014-04-14
"office","5e23298fca3677d25f773189fb362394",2014-04-15,2014-03-29
"office","5e23298fca3677d25f773189fb362394",2014-03-29,2014-03-29
"office","5e507215a991a7616c02da582da4a48f",2014-09-16,2014-04-16
"office","5e507215a991a7616c02da582da4a48f",2014-09-08,2014-04-16
"office","5e507215a991a7616c02da582da4a48f",2014-07-23,2014-04-16
"office","5e507215a991a7616c02da582da4a48f",2014-04-16,2014-04-16
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-09-24,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-09-08,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-08-12,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-08-04,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-06-25,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-05-22,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-05-15,2014-04-04
"office","5f0d5a2c76e58f08feb3ddac6c0b9320",2014-04-04,2014-04-04
"office","5f3826b0f7fb63d3607f8aa5abd80378",2014-04-22,2014-04-22
"office","5f40ca1e856ca3eaef009a8cd035be90",2014-04-25,2014-04-25
"office","607a1c117b239c81df14295549ec7c78",2014-09-26,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-09-17,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-07-04,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-06-13,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-05-16,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-04-10,2014-03-24
"office","607a1c117b239c81df14295549ec7c78",2014-03-24,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-06-17,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-06-02,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-05-27,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-05-13,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-05-02,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-04-24,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-04-16,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-04-11,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-04-07,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-03-28,2014-03-24
"office","60890533d6c85051bbb9b632feea4322",2014-03-24,2014-03-24
"office","6096284c6f6a92a73884fce81412843f",2014-03-26,2014-03-26
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-10-27,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-09-17,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-09-08,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-08-08,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-07-10,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-06-11,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-06-04,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-05-20,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-05-15,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-05-13,2014-04-17
"office","60a0d6b9f0ca3181d2f1a94b6f8d7f75",2014-04-17,2014-04-17
"office","6106e346ede54eec88bebf4f98d88e2d",2014-04-22,2014-04-22
"office","611e0774fff28ad1d684f32c90da696d",2014-04-28,2014-04-28
"office","61460d3a856bbb469ef4ed2d9dba7b2c",2014-04-02,2014-04-02
"office","61b06d60f28a63701e637f985e7bc09a",2014-10-02,2014-03-25
"office","61b06d60f28a63701e637f985e7bc09a",2014-07-03,2014-03-25
"office","61b06d60f28a63701e637f985e7bc09a",2014-03-25,2014-03-25
"office","61b5b5ade5ebad19b38402e29eb8cabd",2014-03-27,2014-03-27
"office","61b63ad6e75ed101a84d582df45ad8fb",2014-04-04,2014-04-04
"office","61c82d74cca3dd08dfd1e2c545cf505a",2014-04-04,2014-04-04
"office","61eb223c00fd85025922d060372ec72d",2014-10-29,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-09-17,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-08-27,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-07-03,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-06-12,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-05-21,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-04-24,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-04-19,2014-03-26
"office","61eb223c00fd85025922d060372ec72d",2014-03-26,2014-03-26
"office","6252d36ef649d781a3db65c38aecaded",2014-04-22,2014-04-22
"office","625aa45f13d49d3ca8a53643b3065d13",2014-04-01,2014-04-01
"office","62f56bc21f639336b58d68ec3d735c9c",2014-04-10,2014-04-10
"office","62f6ccf8d42b733f81363794121dba23",2014-04-29,2014-04-29
"office","6358f1ad8f59c3c31e861fefe1a355a3",2014-04-16,2014-04-16
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-10-23,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-09-25,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-08-20,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-08-11,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-06-27,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-06-27,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-06-10,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-06-03,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-05-09,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-04-08,2014-04-01
"office","63e93b30c0b96abe447dcb43e79a6c33",2014-04-01,2014-04-01
"office","63e9426e9f20bf7ba50d6710c8da66a9",2014-04-24,2014-04-24
"office","642eda777f0406b79073f04a985abc8e",2014-07-18,2014-04-28
"office","642eda777f0406b79073f04a985abc8e",2014-06-11,2014-04-28
"office","642eda777f0406b79073f04a985abc8e",2014-05-19,2014-04-28
"office","642eda777f0406b79073f04a985abc8e",2014-04-28,2014-04-28
"office","643ea652de0890ab06c3a1baac84cf87",2014-04-15,2014-04-15
"office","64504d74fa11f7bc276e450bb0ee3d63",2014-03-31,2014-03-31
"office","645de05de2a277a6e0923a73b1d7cb24",2014-10-24,2014-04-25
"office","645de05de2a277a6e0923a73b1d7cb24",2014-07-29,2014-04-25
"office","645de05de2a277a6e0923a73b1d7cb24",2014-05-19,2014-04-25
"office","645de05de2a277a6e0923a73b1d7cb24",2014-04-25,2014-04-25
"office","64a1ffbffe65c1059059d8f8c206baab",2014-09-25,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-09-03,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-08-06,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-06-04,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-05-20,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-05-12,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-05-09,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-04-16,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-04-08,2014-04-04
"office","64a1ffbffe65c1059059d8f8c206baab",2014-04-04,2014-04-04
"office","64dbd1be6c8cdd5160ab4c0dabaeb4c7",2014-03-25,2014-03-25
"office","64ff4793b352a14f2de95d1ac0f4298d",2014-04-14,2014-04-14
"office","64ffe0cbd69b671bfb7df26786a304c1",2014-06-06,2014-03-31
"office","64ffe0cbd69b671bfb7df26786a304c1",2014-03-31,2014-03-31
"office","653c2c67476a84724b06edb271d60f47",2014-04-24,2014-03-27
"office","653c2c67476a84724b06edb271d60f47",2014-04-11,2014-03-27
"office","653c2c67476a84724b06edb271d60f47",2014-04-04,2014-03-27
"office","653c2c67476a84724b06edb271d60f47",2014-03-27,2014-03-27
"office","65bbc78ad8df3f25a8fda6f2810db7ec",2014-04-22,2014-04-22
"office","664d3c56865d139158d55fb63e61e5b6",2014-04-01,2014-04-01
"office","66d312c524b2db256894d026c1fbe02b",2014-04-29,2014-04-29
"office","66dcc7f9bcdf922d8bc9a980bc112489",2014-04-24,2014-04-24
"office","67c792fbdae0ceacb65e758904a3aacf",2014-04-25,2014-04-25
"office","684da65c4e0aa691336e0147b6c43eea",2014-04-16,2014-04-16
"office","6871ee42d656390ddab4c2c6037b9330",2014-10-27,2014-04-07
"office","6871ee42d656390ddab4c2c6037b9330",2014-09-09,2014-04-07
"office","6871ee42d656390ddab4c2c6037b9330",2014-06-24,2014-04-07
"office","6871ee42d656390ddab4c2c6037b9330",2014-04-07,2014-04-07
"office","687227b01c5cf531c0c3a1ed46a50f19",2014-04-08,2014-04-08
"office","68d876e599ae096fcc87388d33e34f90",2014-04-16,2014-04-16
"office","68e42b0cbb16556b531f9a78ab866bae",2014-04-10,2014-04-10
"office","695399f92f2b859517766f45111405c2",2014-08-14,2014-04-15
"office","695399f92f2b859517766f45111405c2",2014-08-04,2014-04-15
"office","695399f92f2b859517766f45111405c2",2014-04-15,2014-04-15
"office","69582a39d462c326145cd8625d35ba64",2014-10-21,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-09-24,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-08-19,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-07-02,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-06-11,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-06-03,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-05-02,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-03-27,2014-03-26
"office","69582a39d462c326145cd8625d35ba64",2014-03-26,2014-03-26
"office","69b5c97eb1b0e8dc50eeae3c51940512",2014-04-07,2014-04-07
"office","69c0b0a4c86f616cccf7bfdaf5173dd1",2014-04-07,2014-04-07
"office","69e9e1e97456b7a64999aff963ede628",2014-04-03,2014-04-03
"office","6a2fa3ca80f14b608ecd79593e14ec25",2014-10-10,2014-04-03
"office","6a2fa3ca80f14b608ecd79593e14ec25",2014-06-24,2014-04-03
"office","6a2fa3ca80f14b608ecd79593e14ec25",2014-04-03,2014-04-03
"office","6a6d246371beb2b841a665e0576fdb3c",2014-08-21,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-08-18,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-07-28,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-07-04,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-07-04,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-05-21,2014-04-23
"office","6a6d246371beb2b841a665e0576fdb3c",2014-04-23,2014-04-23
"office","6a9289315ca48a80ee9de09250be51f8",2014-04-08,2014-04-08
"office","6abb3f1c6fa8de6495ca1bd7161d8c6c",2014-03-27,2014-03-27
"office","6ac6a8996c7bf1ef81ba333879b09973",2014-03-31,2014-03-31
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-10-20,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-10-08,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-09-16,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-09-09,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-08-06,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-07-24,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-07-17,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-06-18,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-06-17,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-05-19,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-04-23,2014-04-03
"office","6ace74618ae02f5f2ee30d5fcd9f50ab",2014-04-03,2014-04-03
"office","6acf8c99b870921dc9dc4b619fe67f78",2014-04-02,2014-04-02
"office","6ae6fb2a5e738e9b03e5d59c8d502408",2014-04-10,2014-04-10
"office","6b06beea88a16b0334669253664fd88f",2014-03-26,2014-03-26
"office","6b31248d047ddb58a65a0201540e7715",2014-03-26,2014-03-26
"office","6bef670131def935de63245507f86fbf",2014-04-24,2014-04-24
"office","6c1c2e3f50f9296e016a6397be1379e0",2014-03-25,2014-03-25
"office","6c32b4458bed2c1f23f48d1f3fc075f1",2014-04-28,2014-04-28
"office","6c4acbaf8b69d81a83b7f1818fe0075a",2014-04-23,2014-04-23
"office","6c851969738cc1a1818698a5a5345d75",2014-04-03,2014-04-03
"office","6c9848c977aa6d4fa544841f66f799a2",2014-10-23,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-09-30,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-09-11,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-08-05,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-07-28,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-06-19,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-06-05,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-04-29,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-04-08,2014-03-27
"office","6c9848c977aa6d4fa544841f66f799a2",2014-03-27,2014-03-27
"office","6d4e2f898db090918908668cac54663c",2014-10-16,2014-04-21
"office","6d4e2f898db090918908668cac54663c",2014-06-26,2014-04-21
"office","6d4e2f898db090918908668cac54663c",2014-04-21,2014-04-21
"office","6d61f9dcaab920ca575b215c966436e9",2014-08-07,2014-04-11
"office","6d61f9dcaab920ca575b215c966436e9",2014-04-11,2014-04-11
"office","6db97960556936e606723353f63cd861",2014-04-29,2014-04-29
"office","6dd2ea18c64b46b1ad3f9ff87e0836f6",2014-05-30,2014-03-28
"office","6dd2ea18c64b46b1ad3f9ff87e0836f6",2014-03-28,2014-03-28
"office","6e0ac9008906c5d66b8addef20f52eaa",2014-03-26,2014-03-26
"office","6e194db26c9791878860776b9b437d07",2014-09-01,2014-04-29
"office","6e194db26c9791878860776b9b437d07",2014-04-29,2014-04-29
"office","6e42464c8fd2f8be5a47ea09e421e169",2014-04-22,2014-04-22
"office","6e67dc98cf16fcd337fe27bd3e602c82",2014-08-01,2014-04-02
"office","6e67dc98cf16fcd337fe27bd3e602c82",2014-04-02,2014-04-02
"office","6e719512849299bc887cfc7cb9a828b7",2014-10-21,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-10-14,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-09-01,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-07-08,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-05-19,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-05-02,2014-04-08
"office","6e719512849299bc887cfc7cb9a828b7",2014-04-08,2014-04-08
"office","6e97d202ac610eb914609c4fe4de00fa",2014-04-26,2014-04-26
"office","6e9ed2a59b826f605ef2678b071539f1",2014-04-30,2014-04-30
"office","6eb67354163793d4186915d64d3ba761",2014-03-28,2014-03-28
"office","6ed957e1ef33dd6f03270aaf303ed7d1",2014-04-14,2014-04-14
"office","6eed4250d5da9fa01b119af45f99487b",2014-04-02,2014-04-02
"office","6f7d5b09cfda58946b1e4190661fc972",2014-03-26,2014-03-26
"office","6fa54535107eab515a70578e4c16e09f",2014-04-22,2014-04-21
"office","6fa54535107eab515a70578e4c16e09f",2014-04-21,2014-04-21
"office","7092fad379a93bed5e9f7396e9ad5143",2014-04-30,2014-04-30
"office","70a2c87782184b53d269639d9df348db",2014-03-26,2014-03-26
"office","70b046b0174a2f49df3da6629d9c3015",2014-04-29,2014-04-29
"office","713b59b657cf86c5a2de5ce81ab56f87",2014-04-16,2014-04-16
"office","7150a9693557766c5b30b4d1d59eaaf2",2014-03-27,2014-03-27
"office","71992c20983e2810727a72b6dcbe47cd",2014-05-21,2014-04-11
"office","71992c20983e2810727a72b6dcbe47cd",2014-04-29,2014-04-11
"office","71992c20983e2810727a72b6dcbe47cd",2014-04-11,2014-04-11
"office","71e032d095ce5c0e6d4de00527c097ef",2014-04-29,2014-04-29
"office","7230d4e3322ec9f82d806a81f263223c",2014-04-02,2014-04-02
"office","728b721f50e29ebb9594ec441ab1765b",2014-04-30,2014-04-30
"office","73740b71d1723f8ffb6eef4d8039d7d8",2014-10-24,2014-03-26
"office","73740b71d1723f8ffb6eef4d8039d7d8",2014-09-30,2014-03-26
"office","73740b71d1723f8ffb6eef4d8039d7d8",2014-05-28,2014-03-26
"office","73740b71d1723f8ffb6eef4d8039d7d8",2014-03-26,2014-03-26
"office","73e48b759afed73c5904a5b57b2f19ce",2014-04-09,2014-04-09
"office","73e9beb7e38b9dbb89cb697904f189a3",2014-04-10,2014-04-10
"office","73f5dcf07fad55e4eeb18277a64c6111",2014-10-29,2014-04-03
"office","73f5dcf07fad55e4eeb18277a64c6111",2014-06-02,2014-04-03
"office","73f5dcf07fad55e4eeb18277a64c6111",2014-04-03,2014-04-03
"office","74140abb4538676be45dda7fc2348bea",2014-04-09,2014-04-09
"office","74458cb7e6fb841b2791235c3fb7e328",2014-09-25,2014-04-08
"office","74458cb7e6fb841b2791235c3fb7e328",2014-04-08,2014-04-08
"office","74520dcbea274a20f88b4a8958f99f92",2014-04-14,2014-04-14
"office","745a2121cb2b31c01f69daaf52ebe429",2014-03-25,2014-03-25
"office","7474afc096df58b155240b8ea460da3a",2014-04-24,2014-04-24
"office","751ca43c1e3090185b24609e91e681ee",2014-04-29,2014-04-29
"office","756efeef0bd396aa94fcf697725f13b9",2014-04-04,2014-04-04
"office","7577067da15d9c6170d0e49bfdc952b3",2014-04-01,2014-04-01
"office","757e30d0054f5ad98ace5ef0d772fe07",2014-04-10,2014-04-10
"office","75e18ffe05e0d4704b5fc073f986ca7d",2014-04-30,2014-04-30
"office","75e18ffe05e0d4704b5fc073f986ca7d",2014-04-30,2014-04-30
"office","75e18ffe05e0d4704b5fc073f986ca7d",2014-04-30,2014-04-30
"office","75e18ffe05e0d4704b5fc073f986ca7d",2014-04-30,2014-04-30
"office","75faedda55f0a9f167a1046440cf58b2",2014-04-29,2014-04-29
"office","76187c5703c3555a14e6dabc107b98b0",2014-04-09,2014-04-09
"office","761c10a01184d04fbcb5bfc8e107e984",2014-04-17,2014-04-17
"office","762c68741168701bd7678b1d54f096cb",2014-07-09,2014-03-31
"office","762c68741168701bd7678b1d54f096cb",2014-03-31,2014-03-31
"office","764372a94560e2f51c9aa11c615ade12",2014-03-31,2014-03-31
"office","76887d73e145e509cd5e145e3a59cd0b",2014-10-07,2014-04-30
"office","76887d73e145e509cd5e145e3a59cd0b",2014-04-30,2014-04-30
"office","76ab288794bb7930af82d97aa28dbda2",2014-04-11,2014-04-11
"office","76fa5f13146199a29ef2983d0748637a",2014-04-14,2014-04-14
"office","7708d8c47957b33fe023cfa73ead810c",2014-09-30,2014-04-10
"office","7708d8c47957b33fe023cfa73ead810c",2014-07-31,2014-04-10
"office","7708d8c47957b33fe023cfa73ead810c",2014-04-10,2014-04-10
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-10-13,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-09-04,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-07-29,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-07-10,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-07-07,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-06-30,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-06-16,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-05-07,2014-04-01
"office","77810dabd25094da99c6d0ba4e1aff8c",2014-04-24,2014-04-01
