"merchant","cust","date","first"
"office","2d64789c9664834b2d107c8d08470599",2014-06-27,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-26,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-25,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-25,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-19,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-18,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-17,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-13,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-11,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-10,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-09,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-09,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-06,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-06,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-05,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-04,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-06-03,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-30,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-30,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-28,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-27,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-27,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-22,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-21,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-19,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-16,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-15,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-14,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-13,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-12,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-12,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-09,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-09,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-08,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-07,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-06,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-05-01,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-29,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-28,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-28,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-24,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-16,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-16,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-14,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-11,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-10,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-09,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-08,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-07,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-03,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-03,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-02,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-04-01,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-03-31,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-03-27,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-03-27,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-03-26,2014-03-25
"office","2d64789c9664834b2d107c8d08470599",2014-03-25,2014-03-25
"office","2d66acb262a363f1d860941d81c5692c",2014-04-09,2014-04-09
"office","2d82360ee778938c19b16738873e29d2",2014-04-07,2014-04-07
"office","2d8ec1fa6eb15c81c1c6bf477c892f83",2014-04-17,2014-04-17
"office","2dc35b328bdc9f0ea7af8b0985f7c855",2014-04-16,2014-04-16
"office","2e3ee1356a867655fd632bb6e1995e3f",2014-06-18,2014-04-16
"office","2e3ee1356a867655fd632bb6e1995e3f",2014-05-28,2014-04-16
"office","2e3ee1356a867655fd632bb6e1995e3f",2014-04-16,2014-04-16
"office","2e4ea9d5c73c8ce4046234808474aa6c",2014-04-22,2014-04-22
"office","2e80cf278508b6b6c384822e9b58b82c",2014-07-09,2014-04-28
"office","2e80cf278508b6b6c384822e9b58b82c",2014-06-23,2014-04-28
"office","2e80cf278508b6b6c384822e9b58b82c",2014-06-18,2014-04-28
"office","2e80cf278508b6b6c384822e9b58b82c",2014-04-28,2014-04-28
"office","2f0d7e86f8a5f6474c9631cf906b03ff",2014-04-08,2014-04-08
"office","2fa69c2939f7540d2cf6f35eb8f1ca80",2014-04-24,2014-04-24
"office","2faaea57d56dab0f6a66486ac05aed1e",2014-04-03,2014-04-03
"office","30007d4e2ec51795fe1fa0067046e2f1",2014-04-18,2014-04-03
"office","30007d4e2ec51795fe1fa0067046e2f1",2014-04-03,2014-04-03
"office","30456d51f538b690cdf7560c4f0e3fc8",2014-03-26,2014-03-26
"office","304af0502cd0485485197ebaaf6a95a5",2014-04-10,2014-04-10
"office","30e582aefb509a2d6a68368702b06027",2014-04-03,2014-04-03
"office","30f7a4e6c3a8df745eade57655f8fa7a",2014-04-29,2014-04-29
"office","30f8a542903f20462dc3a2c71192c292",2014-05-13,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-05-02,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-05-02,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-05-01,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-04-30,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-04-15,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-03-26,2014-03-19
"office","30f8a542903f20462dc3a2c71192c292",2014-03-19,2014-03-19
"office","318961dceba302e41e15c584319371dd",2014-10-28,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-10-09,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-09-02,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-08-26,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-08-13,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-07-09,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-06-21,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-05-20,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-04-29,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-04-15,2014-04-07
"office","318961dceba302e41e15c584319371dd",2014-04-07,2014-04-07
"office","31cc48926885861266e665e3a4034b3c",2014-10-29,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-10-14,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-09-29,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-09-09,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-08-27,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-08-07,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-07-22,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-07-08,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-06-26,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-06-17,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-05-30,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-05-14,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-05-01,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-04-14,2014-04-02
"office","31cc48926885861266e665e3a4034b3c",2014-04-02,2014-04-02
"office","31e940ce4843a0fe32ee7fc087d01ae6",2014-04-24,2014-04-24
"office","3203eba552d76501be53978cc10ffecf",2014-10-27,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-10-09,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-09-30,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-09-05,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-08-26,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-08-26,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-07-09,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-07-02,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-06-12,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-06-11,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-05-20,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-05-13,2014-04-07
"office","3203eba552d76501be53978cc10ffecf",2014-04-07,2014-04-07
"office","3247dd25638cb4cd0d58a756b47ae6ad",2014-04-30,2014-04-30
"office","326e059ab4c1363729fe565ebc2080ed",2014-04-11,2014-04-08
"office","326e059ab4c1363729fe565ebc2080ed",2014-04-08,2014-04-08
"office","32ee013a99781ec8d2a905ae85387ff4",2014-04-09,2014-04-09
"office","331c3d08f0e34da45fb36bc71da3c15a",2014-04-07,2014-04-07
"office","345fbf9f54f59dd78602757f9bc79372",2014-10-09,2014-04-04
"office","345fbf9f54f59dd78602757f9bc79372",2014-09-09,2014-04-04
"office","345fbf9f54f59dd78602757f9bc79372",2014-08-08,2014-04-04
"office","345fbf9f54f59dd78602757f9bc79372",2014-04-04,2014-04-04
"office","34e75d2530654c626fea645d7b1fcf55",2014-04-09,2014-04-09
"office","350ad1f0f52a1f6980b9421784acdc3b",2014-04-07,2014-04-07
"office","35fae97b6345cdaa7ef9ee9a8912d5e2",2014-04-22,2014-04-22
"office","36f12cbd9cf3937e1e08c8f977676d62",2014-04-15,2014-04-15
"office","36f7813792a8dd72b4711e36e165c3e5",2014-04-29,2014-04-29
"office","372d27aacd5cb0135a453078ef8d60c3",2014-09-05,2014-04-30
"office","372d27aacd5cb0135a453078ef8d60c3",2014-08-11,2014-04-30
"office","372d27aacd5cb0135a453078ef8d60c3",2014-06-26,2014-04-30
"office","372d27aacd5cb0135a453078ef8d60c3",2014-05-29,2014-04-30
"office","372d27aacd5cb0135a453078ef8d60c3",2014-04-30,2014-04-30
"office","37eecca7b6d4803af06f67fe31fd2152",2014-04-14,2014-04-14
"office","38ab5053856e0db9b64a887a739b35c4",2014-04-22,2014-04-22
"office","38bd477bf64864dfd09ccfd7d259ed57",2014-10-17,2014-04-25
"office","38bd477bf64864dfd09ccfd7d259ed57",2014-04-25,2014-04-25
"office","3907348a6b4dcbd0ac2fbdc25653e0a2",2014-03-28,2014-03-28
"office","39434e7ccaf5c95110caa61d762c1fc5",2014-04-10,2014-04-10
"office","3956a82e718fe6793a27ec359977df33",2014-04-11,2014-04-10
"office","3956a82e718fe6793a27ec359977df33",2014-04-10,2014-04-10
"office","39c2df5fcdf6d07c943d6bba31f6a68d",2014-04-04,2014-04-04
"office","3a4e068ad3ce154171fdb1e8fab17024",2014-05-20,2014-04-03
"office","3a4e068ad3ce154171fdb1e8fab17024",2014-05-16,2014-04-03
"office","3a4e068ad3ce154171fdb1e8fab17024",2014-04-03,2014-04-03
"office","3a5b94c90588f0bebc8fda0ab2ad99ce",2014-04-08,2014-04-08
"office","3a868bf8279fc868b5de0c30451865e5",2014-09-16,2014-04-07
"office","3a868bf8279fc868b5de0c30451865e5",2014-04-07,2014-04-07
"office","3a99fb06e421fe9d4b78d56822cc866b",2014-04-18,2014-04-18
"office","3ab7d7bf8f41305ae363346c4f7bab56",2014-03-25,2014-03-25
"office","3ac9653cfa4d1d180e8b6cec03d6f03f",2014-04-07,2014-04-07
"office","3ae73fb4615dbc220169fec8cd802366",2014-04-09,2014-04-09
"office","3b02a59c28fdbd0bc0e97614e4cb9d91",2014-10-08,2014-04-21
"office","3b02a59c28fdbd0bc0e97614e4cb9d91",2014-08-06,2014-04-21
"office","3b02a59c28fdbd0bc0e97614e4cb9d91",2014-04-21,2014-04-21
"office","3b46ae1397f42cf4d4592bb26fe33d63",2014-04-28,2014-04-28
"office","3b8be548c829b040b76524205f6411ea",2014-10-13,2014-03-27
"office","3b8be548c829b040b76524205f6411ea",2014-07-09,2014-03-27
"office","3b8be548c829b040b76524205f6411ea",2014-03-27,2014-03-27
"office","3bb9ab2662c4aed779d1455e0c790ef6",2014-04-22,2014-04-22
"office","3bf15c59a77ea9b67b930b3e14070e37",2014-04-29,2014-04-29
"office","3c088a32128259fef99abd955164291f",2014-03-28,2014-03-28
"office","3c14dd9c26ef349647b57ab82010cf56",2014-04-02,2014-04-02
"office","3ca6493b1095491c553f1cf898c5cb5f",2014-04-29,2014-04-29
"office","3d1ba4e7199d8c6f955a320a5319baea",2014-07-15,2014-04-03
"office","3d1ba4e7199d8c6f955a320a5319baea",2014-04-03,2014-04-03
"office","3d4387c52de5b47a73226d766553a20a",2014-04-23,2014-04-11
"office","3d4387c52de5b47a73226d766553a20a",2014-04-11,2014-04-11
"office","3d67ff4906325fdf3ff41284d8d71150",2014-03-31,2014-03-31
"office","3dcadfe0dd039bb422e097b8561fb169",2014-04-17,2014-04-17
"office","3dfff91550d3577f0c4cd21d7771a190",2014-08-12,2014-04-16
"office","3dfff91550d3577f0c4cd21d7771a190",2014-04-16,2014-04-16
"office","3e2763f4e54cc0733d1252d9e9b0357b",2014-04-22,2014-04-22
"office","3ed59137f46796c9aab3b2b1d4d29e4d",2014-03-27,2014-03-27
"office","3edb4ae0ac151a47ddd7e5fa055dd76c",2014-04-17,2014-04-17
"office","3f0055415ade4a084a4b341ca52991b7",2014-04-22,2014-04-22
"office","3f4120b7e1bad7ae0e65bf7875a8cd6a",2014-09-09,2014-03-28
"office","3f4120b7e1bad7ae0e65bf7875a8cd6a",2014-03-28,2014-03-28
"office","3f52176bac3faa66aa28e849c07e3f72",2014-04-11,2014-04-11
"office","3f7424e6f08d27921aa29956949016a7",2014-04-17,2014-04-17
"office","3f7f503cabe419fb4db22b9c0b717162",2014-04-24,2014-04-24
"office","3fa8895fb30d138bf4eb1842b6590163",2014-03-27,2014-03-27
"office","3fe5c68370c1372269510fddd215e082",2014-03-31,2014-03-31
"office","401cab03c21c1d6000edd9103511925f",2014-10-29,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-09-09,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-08-15,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-08-06,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-07-24,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-07-09,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-05-30,2014-04-02
"office","401cab03c21c1d6000edd9103511925f",2014-04-02,2014-04-02
"office","40acad301e4224f937f9b06cd3e3ad48",2014-04-28,2014-04-28
"office","40f00a0516fed8b4956da1041bd14ec0",2014-04-23,2014-04-23
"office","410bb90e2553c8bca45d5827eb808bd7",2014-04-01,2014-04-01
"office","410f3e1b86fbb9d00ed133d9ed99c416",2014-10-23,2014-04-01
"office","410f3e1b86fbb9d00ed133d9ed99c416",2014-04-10,2014-04-01
"office","410f3e1b86fbb9d00ed133d9ed99c416",2014-04-01,2014-04-01
"office","412c41157c2f54418579c5f8852bb91e",2014-03-31,2014-03-31
"office","41797293ed66e46c19276e4255a8b9d9",2014-04-15,2014-04-15
"office","41e2ff805f09077285fae18c1a2d2d04",2014-10-17,2014-03-27
"office","41e2ff805f09077285fae18c1a2d2d04",2014-08-12,2014-03-27
"office","41e2ff805f09077285fae18c1a2d2d04",2014-06-18,2014-03-27
"office","41e2ff805f09077285fae18c1a2d2d04",2014-06-09,2014-03-27
"office","41e2ff805f09077285fae18c1a2d2d04",2014-05-28,2014-03-27
"office","41e2ff805f09077285fae18c1a2d2d04",2014-03-27,2014-03-27
"office","4230217d15606c6f73e8548843aabbf8",2014-04-21,2014-04-21
"office","423b4ef090f8c7eec7089b697a0edcd4",2014-10-03,2014-04-02
"office","423b4ef090f8c7eec7089b697a0edcd4",2014-05-29,2014-04-02
"office","423b4ef090f8c7eec7089b697a0edcd4",2014-04-02,2014-04-02
"office","4247605afa6f6b383d3a5c1545c21738",2014-04-07,2014-04-07
"office","4256a5d2c79d76dafd1cb333095354e1",2014-04-09,2014-04-09
"office","427a14b6c52a89291dd2528f7c549ef9",2014-04-17,2014-04-17
"office","427f22411333b3bd2385cfd9927cfec0",2014-04-04,2014-04-04
"office","427f4d9d599ed41fd328c47cefa81d4b",2014-04-15,2014-04-15
"office","42999cc23edfc8b35adedc6338b32fe7",2014-04-15,2014-04-15
"office","42abcfc9663f020cfa0a67808f4d05d2",2014-04-22,2014-04-09
"office","42abcfc9663f020cfa0a67808f4d05d2",2014-04-09,2014-04-09
"office","42d0d5fc2ea4d787d282dae317f1c84e",2014-03-26,2014-03-26
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-10-30,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-09-25,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-09-11,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-08-11,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-07-17,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-06-11,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-06-04,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-05-06,2014-04-22
"office","4306ea2161f3bdaf3c5719577a4a72e3",2014-04-22,2014-04-22
"office","43354d6e181cbe48558b94c9c230e637",2014-07-01,2014-04-22
"office","43354d6e181cbe48558b94c9c230e637",2014-04-22,2014-04-22
"office","436d629a446aafe5869a0283b1c3615e",2014-04-25,2014-04-25
"office","436db1b87f6a92681355b2c3579c9706",2014-09-25,2014-04-10
"office","436db1b87f6a92681355b2c3579c9706",2014-04-10,2014-04-10
"office","43ffe5d801e40aba48898d7fbf13564f",2014-04-09,2014-04-09
"office","44030a9067185ed424d9723a0273d380",2014-04-17,2014-04-17
"office","44277e55a17035dd5e1cd15bbcd253a3",2014-04-15,2014-04-15
"office","4458a9ef5b870d875df67e77cd5228ff",2014-10-09,2014-04-07
"office","4458a9ef5b870d875df67e77cd5228ff",2014-08-06,2014-04-07
"office","4458a9ef5b870d875df67e77cd5228ff",2014-06-05,2014-04-07
"office","4458a9ef5b870d875df67e77cd5228ff",2014-04-07,2014-04-07
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-10-17,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-10-02,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-10-02,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-09-23,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-09-10,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-09-02,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-08-14,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-08-05,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-08-04,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-07-29,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-07-17,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-07-16,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-07-09,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-07-03,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-06-18,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-06-09,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-06-06,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-05-22,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-05-07,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-04-28,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-04-25,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-04-07,2014-04-02
"office","445c68ab859cb321a52c5ebdb5e064dd",2014-04-02,2014-04-02
"office","44c3d6d84e031fde55d08413c1a73363",2014-04-21,2014-04-21
"office","44f8d9ca5e6d5c6b7b7479202b7808e7",2014-03-27,2014-03-27
"office","4530ec232f0130836bb399b923354dac",2014-03-31,2014-03-31
"office","4534c60ee6fdb0d0033eb7c6021669fc",2014-04-28,2014-04-28
"office","455a88601861c650ee979e2220f54799",2014-03-27,2014-03-27
"office","4652ec0f144894fd479daee6494de247",2014-04-05,2014-04-05
"office","472b50fa646468a8b649e486db952551",2014-04-06,2014-04-06
"office","47717b933f973eb2e8f18aadf8396b44",2014-04-22,2014-04-22
"office","47bd9feb44da91522d13fb81b57d8a03",2014-04-15,2014-04-15
"office","481ecfbb26c4b45acf97f168abc87b7a",2014-06-25,2014-04-15
"office","481ecfbb26c4b45acf97f168abc87b7a",2014-06-13,2014-04-15
"office","481ecfbb26c4b45acf97f168abc87b7a",2014-04-15,2014-04-15
"office","4826bd8177b7604bded5456499e661b4",2014-04-29,2014-04-29
"office","48cd9fd60ec1808168c24b3c2a8003e2",2014-04-15,2014-04-15
"office","48febd91c933c4577447a36e19fc982d",2014-04-01,2014-04-01
"office","4934f87b9d53e01c550d84948f15dbe0",2014-05-09,2014-04-09
"office","4934f87b9d53e01c550d84948f15dbe0",2014-04-09,2014-04-09
"office","496588cd6f4a57a7c707654419eb53ef",2014-04-27,2014-04-27
"office","4995272db80c03ea36c55d793e6168b6",2014-10-13,2014-04-07
"office","4995272db80c03ea36c55d793e6168b6",2014-07-15,2014-04-07
"office","4995272db80c03ea36c55d793e6168b6",2014-07-08,2014-04-07
"office","4995272db80c03ea36c55d793e6168b6",2014-04-07,2014-04-07
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-10-27,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-08-21,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-07-29,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-07-23,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-07-17,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-06-19,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-06-19,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-06-16,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-06-05,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-05-30,2014-04-25
"office","49b0dadc0fa4e714d9304cf0802e75fb",2014-04-25,2014-04-25
"office","49d76ecd2fbea21253ebaafaa18108ed",2014-03-25,2014-03-25
"office","4a5d6227910488fd55e7bafc14a6ee35",2014-05-08,2014-04-07
"office","4a5d6227910488fd55e7bafc14a6ee35",2014-04-24,2014-04-07
"office","4a5d6227910488fd55e7bafc14a6ee35",2014-04-07,2014-04-07
"office","4a99cbe0db30ca740ac6a71c088ba40d",2014-04-16,2014-04-16
"office","4aabf80145b245237d4b87ee783b7836",2014-04-09,2014-04-09
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-09-18,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-09-05,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-07-28,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-07-18,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-07-08,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-07-02,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-06-18,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-05-29,2014-04-24
"office","4ad5b6321a5f4cea9b3573cb0fd93237",2014-04-24,2014-04-24
"office","4ae0a6698dfe5523877d7438d6c590ef",2014-08-11,2014-04-13
"office","4ae0a6698dfe5523877d7438d6c590ef",2014-04-13,2014-04-13
"office","4b0fbea2e09970823b8025bc7d6697dc",2014-04-10,2014-04-10
"office","4b3a63bff3d60a226add356724b81043",2014-04-17,2014-04-17
"office","4ba7a82b76b8b2b20e655bc4544323ee",2014-03-27,2014-03-27
"office","4be086989b1d64d94be8f4624876f8cb",2014-09-12,2014-04-29
"office","4be086989b1d64d94be8f4624876f8cb",2014-08-14,2014-04-29
"office","4be086989b1d64d94be8f4624876f8cb",2014-07-10,2014-04-29
"office","4be086989b1d64d94be8f4624876f8cb",2014-06-05,2014-04-29
"office","4be086989b1d64d94be8f4624876f8cb",2014-04-29,2014-04-29
"office","4be978b5cb6cff65c310b0e1f41c8b64",2014-04-07,2014-04-07
"office","4c63035144a0c539d2e02f94586fc501",2014-09-02,2014-04-23
"office","4c63035144a0c539d2e02f94586fc501",2014-06-25,2014-04-23
"office","4c63035144a0c539d2e02f94586fc501",2014-06-18,2014-04-23
"office","4c63035144a0c539d2e02f94586fc501",2014-05-28,2014-04-23
"office","4c63035144a0c539d2e02f94586fc501",2014-05-06,2014-04-23
"office","4c63035144a0c539d2e02f94586fc501",2014-04-23,2014-04-23
"office","4c6917721ab1d0d846cd87353a51eef4",2014-04-29,2014-04-29
"office","4ce349209be90bdb8c91762fc264ec73",2014-10-03,2014-04-04
"office","4ce349209be90bdb8c91762fc264ec73",2014-06-06,2014-04-04
"office","4ce349209be90bdb8c91762fc264ec73",2014-05-07,2014-04-04
"office","4ce349209be90bdb8c91762fc264ec73",2014-04-10,2014-04-04
"office","4ce349209be90bdb8c91762fc264ec73",2014-04-04,2014-04-04
"office","4d71afe9267d30c461f48899330f34b3",2014-04-11,2014-04-11
"office","4d8c5f713285af6be45c659830130aed",2014-09-04,2014-04-01
"office","4d8c5f713285af6be45c659830130aed",2014-06-20,2014-04-01
"office","4d8c5f713285af6be45c659830130aed",2014-04-01,2014-04-01
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-10-01,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-08-21,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-07-09,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-06-16,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-05-14,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-05-09,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-05-01,2014-04-10
"office","4e0d0dd534947ba5c0f47b11ecd3b4bc",2014-04-10,2014-04-10
"office","4e7895eaff071d342807b2e72b851f08",2014-04-28,2014-04-28
"office","4eae7494346c45dcd6318cd0d8799102",2014-09-01,2014-03-29
"office","4eae7494346c45dcd6318cd0d8799102",2014-05-19,2014-03-29
"office","4eae7494346c45dcd6318cd0d8799102",2014-03-29,2014-03-29
"office","4ec486a93561000473a0bf21bb600674",2014-04-22,2014-04-22
"office","4eedf34cd8b81ee67ff60936ae3745a8",2014-04-22,2014-04-22
