cust,date
11250131,07/29/2002
11250149,01/02/2002
11250149,12/08/2003
11250149,12/29/2003
11250149,01/03/2005
11250149,12/09/2005
11250156,01/02/2002
11250156,05/03/2004
11250156,12/02/2004
11250156,12/21/2004
11250156,06/27/2005
11250156,07/24/2006
11250164,01/02/2002
11250164,12/16/2002
11250164,04/18/2003
11250164,12/15/2003
11250164,06/21/2004
11250164,05/02/2006
11250172,01/02/2002
11250172,04/09/2002
11250172,01/05/2004
11250172,01/04/2005
11250172,12/30/2005
11250180,01/02/2002
11250198,01/02/2002
11250206,01/02/2002
11250206,02/06/2004
11250214,01/02/2002
11250214,12/13/2002
11250214,01/03/2005
11250222,01/02/2002
11250230,01/02/2002
11250248,01/02/2002
11250255,01/02/2002
11250263,01/02/2002
11250271,01/02/2002
11250271,07/01/2002
11250271,12/23/2002
11250289,01/02/2002
11250289,12/22/2005
11250297,01/02/2002
11250305,01/02/2002
11250305,12/24/2003
11250313,01/02/2002
11250321,01/02/2002
11250339,01/02/2002
11250347,01/02/2002
11250347,08/28/2002
11250347,02/06/2003
11250347,12/31/2003
11250347,11/09/2004
11250347,03/07/2005
11250347,11/15/2005
11250354,01/02/2002
11250354,01/21/2003
11250354,12/21/2005
11250362,01/02/2002
11250362,01/08/2003
11250362,12/30/2003
11250362,01/05/2005
11250362,11/11/2005
11250370,01/02/2002
11250388,01/02/2002
11250388,12/18/2002
11250388,09/23/2003
11250388,12/13/2004
11250388,12/16/2005
11250396,01/02/2002
11250404,01/02/2002
11250412,01/02/2002
11250420,01/02/2002
11250420,12/10/2003
11250420,07/07/2004
11250420,11/05/2004
11250420,09/06/2005
11250420,04/27/2006
11250438,01/02/2002
11250438,12/29/2003
11250438,01/07/2005
11250438,12/30/2005
11250446,01/02/2002
11250453,01/02/2002
11250453,01/08/2004
11250461,01/02/2002
11250461,01/03/2003
11250461,01/02/2004
11250461,01/03/2006
11250479,01/02/2002
11250487,01/02/2002
11250487,12/06/2004
11250495,01/02/2002
11250503,01/02/2002
11250503,06/10/2002
11250503,11/26/2003
11250511,01/02/2002
11250511,04/05/2002
11250529,01/02/2002
11250529,03/25/2003
11250529,07/20/2004
11250537,01/02/2002
11250545,01/02/2002
11250552,01/02/2002
11250552,01/06/2003
11250552,01/08/2004
11250560,01/02/2002
11250578,01/02/2002
11250586,01/02/2002
11250586,12/31/2002
11250586,01/02/2004
11250586,12/30/2004
11250586,01/03/2006
11250594,01/02/2002
11250594,07/08/2002
11250594,10/20/2003
11250594,12/10/2003
11250602,01/02/2002
11250602,01/08/2004
11250602,01/05/2005
11250610,01/02/2002
11250610,06/07/2002
11250610,01/07/2003
11250610,07/07/2003
11250610,01/21/2005
11250610,08/30/2005
11250628,01/02/2002
11250636,01/02/2002
11250644,01/02/2002
11250644,01/05/2004
11250644,12/30/2004
11250644,12/12/2005
11250651,01/02/2002
11250651,01/06/2003
11250651,01/06/2004
11250651,12/30/2004
11250651,12/20/2005
11250669,01/02/2002
11250677,01/02/2002
11250677,11/03/2003
11250677,09/27/2004
11250677,04/25/2005
11250677,05/25/2005
11250685,01/02/2002
11250685,12/09/2004
11250685,10/14/2005
11250685,12/19/2005
11250693,01/02/2002
11250693,06/06/2002
11250693,03/27/2003
11250693,12/28/2004
11250701,01/02/2002
11250701,01/02/2004
11250701,01/06/2005
11250701,12/30/2005
11250719,01/02/2002
11250727,01/02/2002
11250727,12/29/2003
11250735,01/02/2002
11250735,04/16/2002
11250735,12/10/2002
11250743,01/02/2002
11250743,12/23/2002
11250750,01/02/2002
11250768,01/02/2002
11250768,08/05/2002
11250768,10/24/2002
11250768,12/17/2002
11250768,12/29/2003
11250768,08/02/2004
11250768,12/16/2004
11250776,01/02/2002
11250784,01/02/2002
11250792,01/02/2002
11250792,01/02/2003
11250792,12/22/2003
11250792,12/14/2004
11250800,01/02/2002
11250800,04/08/2002
11250800,06/04/2002
11250818,01/02/2002
11250818,11/27/2002
11250818,10/20/2003
11250818,01/03/2006
11250826,01/02/2002
11250834,01/02/2002
11250834,06/13/2002
11250842,01/02/2002
11250842,12/01/2003
11250842,12/20/2005
11250859,01/02/2002
11250859,12/31/2002
11250859,12/29/2003
11250859,12/10/2004
11250859,12/13/2005
11250867,01/02/2002
11250867,01/30/2003
11250875,01/02/2002
11250883,01/02/2002
11250891,01/02/2002
11250891,04/04/2002
11250891,06/05/2003
11250891,02/06/2004
11250891,12/09/2004
11250909,01/02/2002
11250909,12/19/2002
11250925,01/02/2002
11250925,11/20/2002
11250925,06/24/2003
11250925,10/20/2003
11250925,05/17/2004
11250925,12/03/2004
11250925,11/18/2005
11250925,01/30/2006
11250925,05/22/2006
11250933,01/02/2002
11250933,09/24/2003
11250933,07/09/2004
11250933,11/17/2004
11250941,01/02/2002
11250941,01/02/2004
11250941,01/03/2005
11250941,12/29/2005
11250958,01/02/2002
11250966,01/02/2002
11250966,02/11/2003
11250966,09/21/2005
11250974,01/02/2002
11250982,01/02/2002
11250982,07/05/2002
11250990,01/02/2002
11251006,01/02/2002
11251006,12/31/2002
11251006,07/07/2003
11251006,12/08/2003
11251006,11/04/2004
11251006,12/08/2005
11251014,01/02/2002
11251014,12/15/2003
11251022,01/02/2002
11251030,01/02/2002
11251048,01/02/2002
11251048,01/13/2005
11251055,01/02/2002
11251055,11/29/2004
11251055,04/07/2005
11251055,12/19/2005
11251063,01/02/2002
11251071,01/02/2002
11251089,01/02/2002
11251097,01/02/2002
11251105,01/02/2002
11251105,10/06/2003
11251105,12/08/2003
11251113,01/02/2002
11251113,04/02/2002
11251113,08/26/2002
11251113,01/03/2005
11251113,10/31/2005
11251121,01/02/2002
11251121,05/07/2002
11251121,06/04/2002
11251121,09/08/2003
11251139,01/02/2002
11251139,08/05/2002
11251139,03/09/2004
11251139,02/04/2005
11251139,10/31/2005
11251147,01/02/2002
11251154,01/02/2002
11251154,10/23/2003
11251154,11/21/2005
11251162,01/02/2002
11251170,01/02/2002
11251188,01/02/2002
11251196,01/02/2002
11251204,01/02/2002
11251204,03/19/2002
11251204,11/27/2002
11251204,12/30/2002
11251204,10/27/2003
11251204,05/03/2004
11251204,10/25/2004
11251204,12/20/2004
11251204,05/20/2005
11251204,09/12/2005
11251204,05/22/2006
11251212,01/02/2002
11251220,01/02/2002
11251220,01/30/2004
11251220,09/27/2004
11251238,01/02/2002
11251238,05/28/2002
11251238,06/11/2002
11251246,01/02/2002
11251246,07/28/2003
11251246,10/08/2003
11251246,11/20/2003
11251246,12/29/2003
11251246,12/28/2004
11251246,12/19/2005
11251253,01/02/2002
11251261,01/02/2002
11251261,01/06/2003
11251279,01/02/2002
11251287,01/02/2002
11251287,04/07/2003
11251295,01/02/2002
11251303,01/02/2002
11251303,06/23/2003
11251303,10/13/2003
11251303,11/10/2003
11251303,12/22/2003
11251311,01/02/2002
11251311,04/14/2003
11251329,01/02/2002
11251329,04/08/2002
11251337,01/02/2002
11251337,01/08/2003
11251337,12/02/2003
11251337,01/06/2004
11251345,01/02/2002
11251352,01/02/2002
11251360,01/02/2002
11251360,11/20/2002
11251360,06/30/2003
11251360,04/12/2004
11251360,11/29/2004
11251360,12/30/2005
11251378,01/02/2002
11251386,01/02/2002
11251386,01/04/2005
11251394,01/02/2002
11251394,01/03/2003
11251394,01/05/2004
11251394,01/04/2005
11251394,01/03/2006
11251402,01/02/2002
11251402,12/30/2002
11251402,07/07/2003
11251402,12/29/2003
11251402,06/21/2004
11251410,01/02/2002
11251428,01/02/2002
11251428,03/18/2003
11251436,01/02/2002
11251444,01/02/2002
11251451,01/02/2002
11251469,01/02/2002
11251469,12/27/2002
11251477,01/02/2002
11251477,07/01/2002
11251477,03/24/2003
11251485,01/02/2002
11251493,01/02/2002
11251493,03/12/2002
11251493,06/07/2002
11251493,03/23/2006
11251493,05/30/2006
11251493,07/27/2006
11251501,01/02/2002
11251519,01/02/2002
11251519,04/03/2002
11251519,06/07/2002
11251519,01/07/2003
11251519,01/05/2004
11251519,01/03/2006
11251527,01/02/2002
11251527,01/02/2003
11251527,01/05/2004
11251527,12/30/2004
11251527,01/03/2006
11251535,01/02/2002
11251535,12/19/2002
11251535,11/13/2003
11251535,11/29/2004
11251535,12/12/2005
11251535,08/09/2006
11251543,01/02/2002
11251550,01/02/2002
11251550,12/31/2002
11251550,12/28/2004
11251568,01/02/2002
11251568,11/12/2003
11251568,12/13/2004
11251568,12/13/2005
11251576,01/02/2002
11251576,10/02/2003
11251576,11/04/2004
11251584,01/02/2002
11251584,01/02/2004
11251592,01/02/2002
11251592,05/13/2002
11251592,03/03/2003
11251600,01/02/2002
11251618,01/02/2002
11251618,03/17/2003
11251618,06/04/2004
11251618,04/01/2005
11251626,01/02/2002
11251626,06/05/2002
11251634,01/02/2002
11251634,01/03/2006
11251642,01/02/2002
11251642,01/02/2003
11251642,01/02/2004
11251642,12/14/2004
11251642,12/27/2005
11251659,01/02/2002
11251659,12/30/2003
11251667,01/02/2002
11251675,01/02/2002
11251675,05/05/2003
11251675,02/11/2004
11251675,07/19/2004
11251675,12/30/2004
11251675,03/27/2006
11251675,05/23/2006
11251683,01/02/2002
11251683,10/25/2002
11251683,02/04/2003
11251683,10/23/2003
11251683,12/01/2005
11251691,01/02/2002
11251709,01/02/2002
11251717,01/02/2002
11251725,01/02/2002
11251733,01/02/2002
11251733,11/12/2002
11251733,12/08/2003
11251733,11/05/2004
11251733,03/29/2006
11251741,01/02/2002
11251758,01/02/2002
11251758,12/30/2002
11251766,01/02/2002
11251766,05/05/2003
11251766,11/13/2003
11251766,06/07/2004
11251766,04/07/2005
11251766,08/09/2005
11251766,03/07/2006
11251774,01/02/2002
11251774,07/01/2002
11251774,10/20/2003
11251774,12/22/2003
11251774,06/28/2004
11251782,01/02/2002
11251790,01/02/2002
11251790,12/23/2002
11251808,01/02/2002
11251808,01/03/2003
11251816,01/02/2002
11251816,12/22/2003
11251816,12/20/2004
11251816,12/27/2005
11251824,01/02/2002
11251824,11/18/2002
11251832,01/02/2002
11251832,01/03/2005
11251840,01/02/2002
11251840,05/27/2003
11251840,07/26/2005
11251857,01/02/2002
11251857,12/30/2002
11251857,12/29/2004
11251865,01/02/2002
11251873,01/02/2002
11251873,12/23/2002
11251873,09/26/2003
11251873,03/16/2005
11251873,04/24/2006
11251881,01/02/2002
11251899,01/02/2002
11251907,01/02/2002
11251915,01/02/2002
11251915,03/24/2003
11251923,01/02/2002
11251931,01/02/2002
11251949,01/02/2002
11251949,01/06/2003
11251949,01/03/2006
11251956,01/02/2002
11251964,01/02/2002
11251972,01/02/2002
11251972,11/05/2002
11251972,02/11/2003
11251972,11/20/2003
11251972,12/29/2003
11251972,07/02/2004
11251972,09/22/2004
11251972,12/20/2004
11251972,02/11/2005
11251980,01/02/2002
11251980,12/31/2002
11251980,11/04/2004
11251980,05/30/2006
11251998,01/02/2002
11251998,01/06/2003
11251998,01/06/2005
11251998,01/03/2006
11252004,01/02/2002
11252012,01/02/2002
11252012,11/25/2002
11252012,12/19/2002
11252020,01/02/2002
11252038,01/02/2002
11252046,01/02/2002
11252046,06/17/2002
11252046,01/06/2005
11252053,01/02/2002
11252053,04/04/2002
11252061,01/02/2002
11252079,01/02/2002
11252079,01/08/2003
11252087,01/02/2002
11252095,01/02/2002
11252095,11/26/2002
11252095,03/15/2004
11252095,10/22/2004
11252095,01/03/2005
11252103,01/02/2002
11252103,12/30/2002
11252103,11/17/2003
11252111,01/02/2002
11252111,01/06/2004
11252111,03/02/2004
11252111,03/22/2004
11252111,04/05/2004
11252111,01/04/2005
11252129,01/02/2002
11252129,12/31/2002
11252129,01/02/2004
11252137,01/02/2002
11252145,01/02/2002
11252152,01/02/2002
11252160,01/02/2002
11252178,01/02/2002
11252186,01/02/2002
11252194,01/02/2002
11252194,08/14/2002
11252194,11/19/2002
11252202,01/02/2002
11252202,12/23/2002
11252202,12/27/2005
11252210,01/02/2002
11252228,01/02/2002
11252228,01/05/2004
11252236,01/02/2002
11252236,12/30/2005
11252244,01/02/2002
11252244,05/27/2003
11252251,01/02/2002
11252251,12/23/2003
11252251,12/30/2004
11252269,01/02/2002
11252269,11/21/2005
11252277,01/02/2002
11252285,01/02/2002
11252293,01/02/2002
11252293,01/29/2003
11252293,11/28/2005
11252301,01/02/2002
11252301,01/08/2004
11252301,01/06/2005
11252301,11/22/2005
11252319,01/02/2002
11252319,11/20/2003
11252319,01/03/2005
11252319,10/24/2005
11252319,06/21/2006
11252327,01/02/2002
11252327,11/25/2002
11252327,08/01/2003
11252335,01/02/2002
11252335,11/11/2002
11252335,12/10/2002
11252335,06/09/2003
11252335,04/14/2004
11252343,01/02/2002
11252343,07/28/2003
11252350,01/02/2002
11252350,10/23/2002
11252350,01/27/2003
11252368,01/02/2002
11252376,01/02/2002
11252384,01/02/2002
11252392,01/02/2002
11252392,11/18/2002
11252400,01/02/2002
11252400,12/05/2005
11252418,01/02/2002
11252426,01/02/2002
11252426,09/23/2003
11252426,07/19/2004
11252426,10/08/2004
11252434,01/02/2002
11252434,12/31/2002
11252442,01/02/2002
11252442,01/03/2003
11252459,01/02/2002
11252459,06/03/2002
11252459,04/04/2003
11252459,08/15/2003
11252459,12/16/2003
11252467,01/02/2002
11252467,07/21/2003
11252467,12/05/2003
11252467,02/17/2004
11252467,06/10/2004
11252467,10/15/2004
11252475,01/02/2002
11252475,01/17/2003
11252475,12/22/2003
11252475,12/23/2004
11252475,12/28/2004
11252483,01/02/2002
11252491,01/02/2002
11252491,12/31/2002
11252491,01/05/2004
11252491,01/04/2005
11252491,01/03/2006
11252509,01/02/2002
11252509,01/08/2003
11252509,01/04/2005
11252517,01/02/2002
11252525,01/02/2002
11252525,05/14/2002
11252525,12/29/2003
11252525,01/03/2005
11252525,12/22/2005
11252533,01/02/2002
11252541,01/02/2002
11252558,01/02/2002
11252558,11/10/2003
11252558,05/07/2004
11252566,01/02/2002
11252566,01/14/2003
11252566,12/30/2005
11252574,01/02/2002
11252582,01/02/2002
11252590,01/02/2002
11252590,12/30/2002
11252590,12/22/2003
11252590,12/28/2004
11252590,01/03/2006
11252608,01/02/2002
11252608,12/29/2005
11252608,05/15/2006
11252616,01/02/2002
11252616,01/02/2004
11252616,01/03/2005
11252624,01/02/2002
11252624,02/18/2004
11252632,01/02/2002
11252640,01/02/2002
11252657,01/02/2002
11252657,12/13/2002
11252657,12/15/2003
11252657,12/30/2004
11252657,12/05/2005
11252665,01/02/2002
11252673,01/02/2002
11252673,05/09/2002
11252673,08/02/2002
11252673,12/26/2002
11252673,11/20/2003
11252673,12/02/2004
11252681,01/02/2002
11252681,01/06/2003
11252681,12/30/2003
11252681,12/15/2004
11252681,11/30/2005
11252699,01/02/2002
11252707,01/02/2002
11252715,01/02/2002
11252723,01/02/2002
11252723,01/02/2004
11252749,01/02/2002
11252756,01/02/2002
11252756,03/18/2003
11252756,11/03/2003
11252756,10/26/2005
11252756,04/14/2006
11252764,01/02/2002
11252764,01/06/2003
11252764,12/15/2003
11252764,12/21/2004
11252764,12/30/2005
11252772,01/02/2002
11252772,06/20/2003
11252772,10/11/2004
11252772,05/25/2005
11252772,10/06/2005
11252780,01/02/2002
11252780,03/07/2002
11252780,02/04/2003
11252780,01/02/2004
11252780,01/31/2005
11252780,12/19/2005
11252780,05/01/2006
11252798,01/02/2002
11252806,01/02/2002
11252814,01/02/2002
11252814,12/02/2002
11252814,03/11/2003
11252814,12/23/2003
11252822,01/02/2002
11252822,12/29/2003
11252822,12/21/2004
11252822,12/15/2005
11252830,01/02/2002
11252830,01/03/2003
11252848,01/02/2002
11252863,01/02/2002
11252863,10/06/2003
11252863,05/27/2004
11252863,09/16/2005
11252871,01/02/2002
11252889,01/02/2002
11252897,01/02/2002
11252897,12/18/2003
11252897,11/24/2004
11252897,01/04/2006
11252905,01/02/2002
11252905,06/05/2002
11252905,01/02/2004
11252913,01/02/2002
11252913,12/31/2002
11252913,01/05/2004
11252913,12/28/2004
11252913,12/12/2005
11252921,01/02/2002
11252939,01/02/2002
11252947,01/02/2002
11252947,04/04/2003
11252947,09/19/2005
11252954,01/02/2002
11252954,12/30/2002
11252954,12/29/2003
11252954,12/30/2004
11252954,01/06/2006
11252962,01/02/2002
11252970,01/02/2002
11252988,01/02/2002
11252988,01/02/2004
11252988,01/03/2005
11252996,01/02/2002
11252996,12/29/2003
11253002,01/02/2002
11253002,04/09/2002
11253002,06/04/2002
11253002,01/31/2003
11253002,06/11/2004
11253002,09/17/2004
11253010,01/02/2002
11253010,01/03/2005
11253028,01/02/2002
11253028,01/02/2004
11253036,01/02/2002
11253036,04/04/2003
11253044,01/02/2002
11253051,01/02/2002
11253069,01/02/2002
11253069,01/06/2003
11253069,01/05/2004
11253069,01/03/2005
11253069,01/10/2006
11253077,01/02/2002
11253077,12/04/2002
11253077,04/26/2005
11253085,01/02/2002
11253085,07/01/2002
11253093,01/02/2002
11253101,01/02/2002
11253119,01/02/2002
11253119,12/20/2002
11253119,12/28/2004
11253127,01/02/2002
11253127,04/18/2002
11253127,09/23/2002
11253127,07/18/2005
11253127,12/22/2005
11253127,06/15/2006
11253135,01/02/2002
11253143,01/02/2002
11253150,01/02/2002
11253150,07/09/2002
11253168,01/02/2002
11253168,12/22/2003
11253176,01/02/2002
11253176,11/28/2005
11253176,07/20/2006
11253184,01/02/2002
11253192,01/02/2002
11253192,01/03/2003
11253200,01/02/2002
11253200,06/09/2003
11253200,12/15/2004
11253200,11/22/2005
11253200,07/27/2006
11253218,01/02/2002
11253226,01/02/2002
11253234,01/02/2002
