cust,date
11290145,01/10/2002
11290152,01/10/2002
11290152,11/10/2003
11290160,01/10/2002
11290160,12/26/2002
11290160,12/22/2003
11290160,01/10/2006
11290178,01/10/2002
11290178,12/05/2003
11290186,01/10/2002
11290194,01/10/2002
11290194,05/22/2002
11290194,06/19/2003
11290194,04/05/2004
11290194,06/01/2004
11290202,01/10/2002
11290210,01/10/2002
11290210,02/24/2003
11290210,04/12/2004
11290210,09/20/2004
11290210,02/08/2005
11290228,01/10/2002
11290236,01/10/2002
11290236,01/28/2003
11290236,01/02/2004
11290236,01/07/2005
11290236,01/03/2006
11290244,01/10/2002
11290251,01/10/2002
11290251,12/30/2002
11290251,01/12/2004
11290251,01/06/2006
11290269,01/10/2002
11290277,01/10/2002
11290277,12/17/2002
11290277,09/29/2003
11290277,01/12/2004
11290285,01/10/2002
11290285,12/07/2004
11290285,05/25/2005
11290293,01/10/2002
11290301,01/10/2002
11290319,01/10/2002
11290319,11/26/2002
11290319,12/01/2003
11290319,11/30/2004
11290327,01/10/2002
11290335,01/10/2002
11290335,12/17/2002
11290335,07/09/2003
11290335,01/10/2005
11290335,01/09/2006
11290343,01/10/2002
11290343,12/01/2003
11290343,10/06/2004
11290343,06/08/2005
11290350,01/10/2002
11290350,01/10/2003
11290442,01/09/2002
11290467,01/09/2002
11290467,01/21/2003
11290467,01/05/2004
11290475,01/09/2002
11290475,12/30/2002
11290483,01/09/2002
11290491,01/09/2002
11290491,12/18/2002
11290491,01/11/2005
11290491,12/30/2005
11290509,01/09/2002
11290509,02/24/2003
11290517,01/09/2002
11290517,11/08/2002
11290517,12/16/2002
11290517,01/17/2005
11290525,01/09/2002
11290525,05/05/2003
11290533,01/09/2002
11290541,01/09/2002
11290541,12/26/2002
11290558,01/09/2002
11290558,12/11/2003
11290558,10/20/2005
11290558,05/25/2006
11290582,01/09/2002
11290582,01/18/2002
11290582,01/30/2002
11290582,01/30/2002
11290582,02/08/2002
11290582,02/19/2002
11290582,03/04/2002
11290582,03/18/2002
11290582,04/19/2002
11290582,05/15/2002
11290582,05/22/2002
11290582,06/10/2002
11290582,06/19/2002
11290582,06/27/2002
11290582,07/29/2002
11290582,08/07/2002
11290582,08/21/2002
11290582,09/06/2002
11290582,09/27/2002
11290582,11/01/2002
11290582,12/19/2002
11290582,01/21/2003
11290582,01/22/2003
11290582,04/17/2003
11290582,05/08/2003
11290582,06/11/2003
11290582,06/13/2003
11290582,07/15/2003
11290582,08/13/2003
11290582,10/09/2003
11290582,11/11/2003
11290582,12/16/2003
11290590,01/09/2002
11290590,02/13/2004
11290608,01/09/2002
11290616,01/09/2002
11290624,01/09/2002
11290624,03/25/2002
11290624,06/20/2003
11290624,03/18/2004
11290624,03/21/2005
11290624,10/04/2005
11290624,12/30/2005
11290632,01/09/2002
11290640,01/09/2002
11290657,01/09/2002
11290657,04/07/2003
11290657,04/01/2004
11290665,01/09/2002
11290673,01/09/2002
11290673,12/16/2002
11290673,12/28/2004
11290673,12/01/2005
11290681,01/09/2002
11290699,01/09/2002
11290699,01/02/2004
11290699,12/21/2004
11290699,12/27/2005
11290707,01/09/2002
11290715,01/09/2002
11290723,01/09/2002
11290731,01/09/2002
11290731,01/15/2003
11290749,01/09/2002
11290749,01/21/2003
11290749,12/16/2004
11290749,12/21/2005
11290756,01/09/2002
11290764,01/09/2002
11290764,12/23/2002
11290772,01/09/2002
11290772,11/06/2002
11290772,01/02/2004
11290848,01/09/2002
11290855,01/09/2002
11290855,01/08/2003
11290855,01/02/2004
11290855,12/20/2004
11290855,01/03/2005
11290863,01/09/2002
11290863,01/07/2003
11290863,12/24/2003
11290863,01/07/2005
11290863,12/27/2005
11290871,01/09/2002
11290871,06/14/2002
11290871,01/06/2004
11290889,01/09/2002
11290889,12/23/2002
11290897,01/09/2002
11290897,12/29/2003
11290897,12/30/2004
11290897,01/09/2006
11290905,01/09/2002
11290905,01/07/2003
11290913,01/09/2002
11290921,01/09/2002
11290939,01/09/2002
11290947,01/09/2002
11290954,01/09/2002
11290954,03/02/2004
11290954,02/07/2005
11290962,01/09/2002
11290962,04/16/2004
11290962,02/18/2005
11290962,12/27/2005
11290970,01/09/2002
11290988,01/09/2002
11290988,11/21/2002
11290988,01/05/2004
11290988,01/03/2005
11290988,01/03/2006
11290996,01/09/2002
11291002,01/09/2002
11291010,01/09/2002
11291028,01/09/2002
11291036,01/09/2002
11291036,10/21/2002
11291036,06/16/2003
11291036,11/18/2003
11291044,01/09/2002
11291051,01/09/2002
11291069,01/09/2002
11291069,01/05/2004
11291069,01/05/2005
11291069,07/14/2006
11291077,01/09/2002
11291085,01/09/2002
11291085,12/29/2003
11291085,10/31/2005
11291093,01/09/2002
11291093,01/06/2003
11291101,01/09/2002
11291101,01/03/2005
11291119,01/09/2002
11291119,01/02/2003
11291119,01/05/2004
11291119,01/05/2005
11291119,01/03/2006
11291127,01/09/2002
11291135,01/09/2002
11291143,01/09/2002
11291150,01/09/2002
11291168,01/09/2002
11291176,01/09/2002
11291176,10/28/2002
11291176,07/22/2003
11291184,01/09/2002
11291192,01/09/2002
11291200,01/09/2002
11291200,12/26/2002
11291200,01/05/2005
11291200,01/03/2006
11291218,01/09/2002
11291226,01/09/2002
11291226,12/20/2002
11291226,12/19/2003
11291226,12/14/2004
11291226,12/19/2005
11291234,01/09/2002
11291242,01/09/2002
11291242,07/08/2002
11291440,01/09/2002
11291440,01/06/2004
11291440,01/07/2005
11291440,01/09/2006
11291457,01/09/2002
11291465,01/09/2002
11291473,01/09/2002
11291481,01/09/2002
11291499,01/09/2002
11291507,01/09/2002
11291515,01/09/2002
11291523,01/09/2002
11291531,01/09/2002
11291549,01/09/2002
11291556,01/09/2002
11291556,03/28/2002
11291556,06/26/2006
11291564,01/09/2002
11291564,06/19/2003
11291564,11/20/2003
11291564,09/29/2005
11291572,01/09/2002
11291580,01/09/2002
11291598,01/09/2002
11291598,12/20/2004
11291606,01/09/2002
11291614,01/09/2002
11291622,01/09/2002
11291630,01/09/2002
11291648,01/09/2002
11291655,01/09/2002
11291655,03/04/2002
11291655,04/30/2002
11291655,01/06/2003
11291655,11/10/2003
11291655,08/06/2004
11291655,11/08/2004
11291655,05/09/2005
11291663,01/09/2002
11291671,01/09/2002
11291689,01/09/2002
11291689,06/05/2003
11291697,01/09/2002
11291697,04/01/2002
11291697,07/01/2002
11291697,09/16/2002
11291705,01/09/2002
11291713,01/09/2002
11291721,01/09/2002
11291739,01/09/2002
11291739,10/24/2002
11291747,01/09/2002
11291747,03/04/2002
11291754,01/09/2002
11291762,01/09/2002
11291770,01/09/2002
11291770,11/11/2002
11291770,01/06/2004
11291770,12/28/2004
11291770,01/03/2006
11291788,01/09/2002
11291788,06/06/2003
11291796,01/09/2002
11291796,04/10/2003
11291796,07/23/2004
11291804,01/09/2002
11291812,01/09/2002
11291820,01/09/2002
11291838,01/09/2002
11291846,01/09/2002
11291853,01/09/2002
11291853,04/16/2004
11291861,01/09/2002
11291861,12/10/2002
11291861,12/22/2003
11291879,01/09/2002
11291887,01/09/2002
11291895,01/09/2002
11291903,01/09/2002
11291911,01/09/2002
11291911,06/10/2002
11291911,06/21/2002
11291929,01/09/2002
11291937,01/09/2002
11291945,01/09/2002
11291945,03/18/2003
11291952,01/09/2002
11291960,01/09/2002
11291978,01/09/2002
11291978,04/15/2003
11291986,01/09/2002
11291994,01/09/2002
11292000,01/09/2002
11292018,01/09/2002
11292026,01/09/2002
11292034,01/09/2002
11292042,01/09/2002
11292042,01/15/2003
11292059,01/09/2002
11292067,01/09/2002
11292075,01/09/2002
11292083,01/09/2002
11292091,01/09/2002
11292109,01/09/2002
11292109,12/23/2002
11292117,01/09/2002
11292117,10/11/2002
11292117,10/28/2003
11292117,05/01/2006
11292125,01/09/2002
11292133,01/09/2002
11292133,07/16/2002
11292133,11/26/2002
11292133,05/19/2003
11292133,12/12/2005
11292133,01/25/2006
11292133,08/21/2006
11292141,01/09/2002
11292158,01/09/2002
11292166,01/09/2002
11292174,01/09/2002
11292182,01/09/2002
11292190,01/09/2002
11292208,01/09/2002
11292208,01/08/2003
11292216,01/09/2002
11292216,12/31/2002
11292216,12/15/2003
11292216,12/28/2004
11292216,12/19/2005
11292224,01/09/2002
11292232,01/09/2002
11292232,11/29/2004
11292240,01/09/2002
11292257,01/09/2002
11292265,01/09/2002
11292265,12/06/2002
11292265,12/08/2003
11292273,01/09/2002
11292281,01/09/2002
11292281,12/29/2003
11292281,12/28/2004
11292281,01/04/2006
11292307,01/09/2002
11292323,01/09/2002
11292349,01/09/2002
11292349,04/29/2002
11292356,01/09/2002
11292356,01/16/2004
11292448,01/11/2002
11292455,01/11/2002
11292455,03/27/2002
11292455,12/08/2003
11292455,10/17/2005
11292463,01/11/2002
11292471,01/11/2002
11292489,01/11/2002
11292497,01/11/2002
11292505,01/11/2002
11292513,01/11/2002
11292521,01/11/2002
11292539,01/11/2002
11292539,01/14/2004
11292547,01/11/2002
11292547,11/21/2005
11292554,01/11/2002
11292554,03/11/2002
11292570,01/11/2002
11292570,11/27/2002
11292570,10/07/2004
11292588,01/11/2002
11292596,01/11/2002
11292604,01/11/2002
11292612,01/11/2002
11292620,01/11/2002
11292620,12/13/2002
11292620,11/17/2003
11292620,12/20/2004
11292638,01/11/2002
11292638,12/15/2003
11292638,12/23/2004
11292638,12/05/2005
11292646,01/11/2002
11292646,10/27/2004
11292653,01/11/2002
11292661,01/11/2002
11292679,01/11/2002
11292687,01/11/2002
11292687,03/24/2003
11292687,12/16/2003
11292687,12/13/2004
11292687,12/02/2005
11292695,01/11/2002
11292703,01/11/2002
11292711,01/11/2002
11292729,01/11/2002
11292729,12/29/2003
11292737,01/11/2002
11292737,01/07/2003
11292745,01/11/2002
11292745,04/08/2002
11292745,04/24/2003
11292745,11/11/2003
11292745,11/08/2004
11292745,12/02/2004
11292745,05/25/2005
11292752,01/11/2002
11292760,01/11/2002
11292760,03/17/2003
11292778,01/11/2002
11292786,01/11/2002
11292794,01/11/2002
11292794,12/24/2003
11292794,12/28/2004
11292794,12/28/2005
11292802,01/11/2002
11292810,01/11/2002
11292828,01/11/2002
11292836,01/11/2002
11292836,10/08/2002
11292836,04/29/2003
11292836,08/11/2003
11292836,06/06/2005
11292844,01/11/2002
11292844,06/17/2002
11292844,01/28/2003
11292844,11/24/2003
11292844,12/28/2004
11292851,01/11/2002
11292869,01/11/2002
11292869,02/22/2002
11292869,11/08/2002
11292869,03/28/2003
11292869,07/07/2003
11292869,01/26/2004
11292869,01/06/2006
11292877,01/11/2002
11292877,09/27/2004
11292877,12/21/2005
11292885,01/11/2002
11292885,10/25/2002
11292885,02/11/2003
11292893,01/11/2002
11292901,01/11/2002
11292919,01/11/2002
11292927,01/11/2002
11292927,12/26/2002
11292927,07/19/2004
11292927,12/16/2004
11292927,12/08/2005
11292935,01/11/2002
11292943,01/11/2002
11292943,04/14/2003
11292950,01/11/2002
11292950,06/06/2003
11292950,04/07/2005
11292968,01/11/2002
11292968,01/06/2004
11292968,12/06/2004
11292968,12/29/2005
11292976,01/11/2002
11292976,03/27/2002
11292984,01/11/2002
11292992,01/11/2002
11293008,01/11/2002
11293016,01/11/2002
11293016,07/08/2002
11293016,11/25/2002
11293016,06/30/2003
11293016,11/01/2004
11293016,11/22/2004
11293016,02/02/2006
11293016,04/03/2006
11293024,01/11/2002
11293032,01/11/2002
11293032,07/14/2003
11293032,09/15/2003
11293032,04/12/2004
11293040,01/11/2002
11293040,04/24/2002
11293040,12/20/2002
11293040,06/07/2004
11293040,11/16/2004
11293057,01/11/2002
11293057,12/31/2003
11293057,01/03/2006
11293065,01/11/2002
11293065,05/13/2002
11293065,12/30/2002
11293065,02/26/2003
11293065,02/06/2004
11293073,01/11/2002
11293081,01/11/2002
11293081,12/12/2002
11293099,01/11/2002
11293099,01/03/2006
11293107,01/11/2002
11293107,12/12/2002
11293115,01/11/2002
11293115,09/30/2004
11293123,01/11/2002
11293123,03/28/2002
11293123,08/01/2002
11293123,09/22/2004
11293123,08/01/2005
11293131,01/11/2002
11293149,01/11/2002
11293149,11/21/2002
11293149,10/25/2004
11293149,03/09/2005
11293156,01/11/2002
11293156,01/14/2003
11293156,01/04/2005
11293164,01/11/2002
11293164,12/15/2003
11293164,12/17/2004
11293164,01/05/2006
11293172,01/11/2002
11293172,04/19/2004
11293180,01/11/2002
11293198,01/11/2002
11293206,01/11/2002
11293206,01/03/2003
11293206,12/22/2003
11293206,12/29/2004
11293206,12/19/2005
11293214,01/11/2002
11293214,12/18/2002
11293214,12/08/2003
11293222,01/11/2002
11293230,01/11/2002
11293248,01/11/2002
11293255,01/11/2002
11293255,05/27/2003
11293263,01/11/2002
11293271,01/11/2002
11293289,01/11/2002
11293289,03/27/2003
11293289,10/20/2003
11293289,12/29/2003
11293297,01/11/2002
11293297,05/23/2002
11293297,03/26/2003
11293297,12/16/2004
11293305,01/11/2002
11293305,12/17/2002
11293313,01/11/2002
11293313,01/07/2003
11293321,01/11/2002
11293339,01/11/2002
11293339,04/02/2003
11293339,11/08/2004
11293339,05/12/2005
11293339,05/25/2006
11293347,01/11/2002
11293347,03/05/2002
11293347,04/22/2002
11293347,08/09/2002
11293354,01/11/2002
11293354,02/27/2002
11293362,01/11/2002
11293362,03/19/2003
11293362,11/25/2003
11293362,06/01/2004
11293362,12/30/2005
11293370,01/11/2002
11293388,01/11/2002
11293388,12/11/2003
11293388,12/05/2005
11293396,01/11/2002
11293404,01/11/2002
11293412,01/11/2002
11293420,01/11/2002
11293420,01/07/2003
11293420,01/06/2004
11293420,01/04/2005
11293420,01/04/2006
11293438,01/11/2002
11293438,01/06/2003
11293438,08/16/2004
11293438,01/03/2006
11293446,01/11/2002
11293453,01/11/2002
11293461,01/11/2002
11293461,01/08/2003
11293461,01/10/2005
11293479,01/11/2002
11293479,03/03/2003
11293479,05/30/2003
11293479,09/29/2003
11293479,12/29/2003
11293479,01/26/2004
11293479,09/27/2004
11293479,11/08/2004
11293479,12/07/2004
11293479,05/25/2005
11293479,09/15/2005
11293479,12/08/2005
11293479,03/10/2006
11293487,01/11/2002
11293487,11/14/2002
11293487,01/08/2004
11293487,01/04/2005
11293487,01/03/2006
11293495,01/11/2002
11293495,03/25/2002
11293495,06/03/2002
11293495,08/01/2002
11293495,09/30/2002
11293495,10/29/2002
11293495,11/25/2002
11293495,01/03/2003
11293495,01/28/2003
11293495,02/27/2003
11293495,04/01/2003
11293495,04/01/2003
11293495,05/16/2003
11293495,06/23/2003
11293495,07/15/2003
11293495,08/22/2003
11293495,10/17/2003
11293495,11/13/2003
11293495,01/05/2004
11293495,02/03/2004
11293495,03/19/2004
11293495,04/27/2004
11293495,06/18/2004
11293495,07/22/2004
11293495,09/10/2004
11293495,10/18/2004
11293495,11/09/2004
11293495,12/20/2004
11293495,05/10/2005
11293495,07/11/2005
11293495,08/29/2005
11293495,10/10/2005
11293495,01/23/2006
11293495,06/13/2006
11293495,08/14/2006
11293503,01/11/2002
11293503,06/02/2003
11293503,09/09/2003
11293503,09/16/2003
11293503,04/19/2004
11293503,06/01/2004
11293503,07/15/2004
11293503,10/18/2004
11293503,02/03/2006
11293503,03/20/2006
11293503,05/22/2006
11293511,01/11/2002
11293529,01/11/2002
11293529,04/13/2004
11293537,01/11/2002
11293545,01/11/2002
11293545,12/29/2003
11293545,04/04/2005
11293552,01/11/2002
11293560,01/11/2002
11293560,12/22/2003
11293578,01/11/2002
11293578,03/10/2003
11293578,12/12/2003
11293586,01/11/2002
11293594,01/11/2002
11293602,01/11/2002
11293602,01/17/2005
11293602,01/06/2006
11293610,01/11/2002
11293628,01/11/2002
11293636,01/11/2002
11293644,01/11/2002
11293651,01/11/2002
11293669,01/11/2002
11293677,01/11/2002
11293685,01/11/2002
11293693,01/11/2002
11293693,09/30/2003
11293701,01/11/2002
11293719,01/11/2002
11293727,01/11/2002
11293735,01/11/2002
11293735,11/13/2003
11293735,10/15/2004
11293735,08/02/2005
11293743,01/11/2002
11293750,01/11/2002
11293768,01/11/2002
11293776,01/11/2002
11293784,01/11/2002
11293792,01/11/2002
11293800,01/11/2002
11293818,01/11/2002
11293826,01/11/2002
11293826,02/18/2002
11293826,08/12/2002
11293826,05/30/2003
11293826,03/18/2004
11293826,12/10/2004
11293826,04/04/2005
11293826,03/23/2006
11293834,01/11/2002
11293834,01/05/2004
11293834,11/29/2004
11293834,04/10/2006
11293842,01/11/2002
11293859,01/11/2002
11293867,01/11/2002
11293875,01/11/2002
11293875,04/03/2006
11293883,01/11/2002
11293891,01/11/2002
11293909,01/11/2002
11293909,07/03/2003
11293917,01/11/2002
11293917,02/04/2003
11293917,12/05/2005
11293925,01/11/2002
11293933,01/11/2002
11293933,01/02/2004
11293933,01/14/2005
11293941,01/11/2002
11293941,04/17/2003
11293958,01/11/2002
11293966,01/11/2002
11293966,04/04/2003
11293974,01/11/2002
11293982,01/11/2002
11293990,01/11/2002
11293990,08/23/2002
11293990,03/03/2003
11293990,08/04/2003
11294006,01/11/2002
11294014,01/11/2002
11294014,08/02/2002
11294014,01/20/2003
11294014,07/18/2003
11294014,09/23/2003
11294014,11/12/2004
11294022,01/11/2002
11294030,01/11/2002
11294030,03/08/2002
11294030,06/03/2002
11294030,12/13/2002
11294030,03/28/2003
11294030,02/23/2004
11294030,07/29/2004
11294030,10/18/2005
11294030,05/08/2006
11294030,07/31/2006
11294048,01/11/2002
11294055,01/11/2002
11294055,03/05/2002
11294055,05/10/2004
11294055,01/04/2005
11294063,01/11/2002
11294071,01/11/2002
11294071,02/21/2003
11294089,01/11/2002
11294089,01/06/2003
11294097,01/11/2002
11294105,01/11/2002
11294113,01/11/2002
11294113,12/07/2004
11294121,01/11/2002
11294139,01/11/2002
11294147,01/11/2002
11294154,01/11/2002
11294154,06/20/2002
11294154,12/23/2002
11294154,08/18/2003
11294154,11/28/2003
11294154,09/12/2005
11294154,12/12/2005
11294154,02/24/2006
11294162,01/11/2002
11294162,10/08/2003
11294162,02/20/2004
11294162,05/25/2005
11294162,09/20/2005
11294162,03/02/2006
11294162,03/23/2006
11294170,01/11/2002
11294188,01/11/2002
11294188,04/02/2002
11294196,01/11/2002
11294196,11/15/2002
11294196,08/07/2003
11294204,01/11/2002
11294204,01/10/2003
11294212,01/11/2002
11294212,01/03/2003
11294220,01/11/2002
11294220,03/14/2003
11294220,09/13/2004
11294220,11/08/2004
11294238,01/11/2002
11294238,03/25/2002
11294246,01/11/2002
11294246,12/02/2002
11294246,11/12/2003
11294246,12/29/2005
11294253,01/11/2002
11294261,01/11/2002
11294279,01/11/2002
11294287,01/11/2002
11294287,06/10/2002
11294287,07/29/2002
11294287,09/26/2005
11294295,01/11/2002
11294303,01/11/2002
11294303,09/06/2005
11294303,12/09/2005
11294311,01/11/2002
11294311,03/15/2002
11294311,05/22/2002
11294311,09/19/2002
11294311,12/27/2002
11294311,04/11/2003
11294311,11/13/2003
11294311,12/11/2003
11294311,06/11/2004
11294311,09/10/2004
11294311,03/14/2005
11294311,05/06/2005
11294311,12/12/2005
11294311,06/15/2006
11294329,01/11/2002
11294337,01/11/2002
11294337,06/10/2002
11294345,01/11/2002
11294345,04/03/2003
11294345,12/03/2004
11294345,03/27/2006
11294345,06/05/2006
11294352,01/11/2002
11294360,01/11/2002
11294360,12/01/2005
11294360,01/25/2006
11294378,01/11/2002
11294378,04/05/2002
11294378,06/09/2003
11294386,01/11/2002
11294394,01/11/2002
11294402,01/11/2002
11294402,12/18/2003
11294410,01/11/2002
11294428,01/11/2002
11294444,01/11/2002
11294451,01/11/2002
11294469,01/11/2002
11294477,01/11/2002
11294477,02/13/2003
11294477,02/02/2004
11294477,12/06/2004
11294485,01/11/2002
11294485,01/07/2003
11294485,01/07/2005
11294493,01/11/2002
11294493,06/05/2002
11294493,12/05/2002
11294493,04/05/2004
11294493,01/10/2006
11294493,08/07/2006
11294501,01/11/2002
11294501,03/06/2002
11294501,05/06/2002
11294501,08/12/2002
11294501,09/22/2003
11294501,06/01/2004
11294501,08/09/2004
11294519,01/11/2002
11294519,12/27/2005
11294527,01/11/2002
11294535,01/11/2002
11294543,01/11/2002
11294543,12/13/2004
11294550,01/11/2002
11294568,01/11/2002
11294576,01/11/2002
11294576,02/05/2003
11294576,12/10/2003
11294576,04/12/2004
11294576,09/21/2004
11294584,01/11/2002
11294584,12/16/2002
11294584,12/22/2003
11294584,12/20/2004
11294592,01/11/2002
11294600,01/11/2002
11294618,01/11/2002
11294626,01/11/2002
11294626,06/21/2002
11294626,04/16/2003
11294626,09/28/2004
11294626,12/15/2005
11294626,05/26/2006
11294634,01/11/2002
11294634,01/06/2003
11294634,01/07/2004
11294634,01/03/2005
11294642,01/11/2002
11294642,02/09/2004
11294659,01/11/2002
11294659,10/29/2002
11294667,01/11/2002
11294667,10/06/2003
11294667,10/04/2004
11294675,01/11/2002
11294675,11/20/2003
11294675,01/07/2004
11294675,01/12/2006
11294683,01/11/2002
11294683,11/05/2002
11294691,01/11/2002
11294709,01/11/2002
11294709,12/13/2004
11294717,01/11/2002
11294725,01/11/2002
11294733,01/11/2002
11294741,01/11/2002
11294741,04/21/2003
11294758,01/11/2002
11294766,01/11/2002
11294774,01/11/2002
11294774,10/18/2004
11294782,01/11/2002
11294790,01/11/2002
11294790,07/31/2002
11294790,09/10/2002
11294790,12/28/2004
11294790,12/27/2005
11294790,01/09/2006
11294840,01/14/2002
11294840,12/23/2002
11294857,01/14/2002
11294857,01/28/2003
11294865,01/14/2002
11294865,08/26/2002
11294865,10/29/2002
11294865,02/04/2003
11294865,02/28/2003
11294865,08/11/2003
11294865,11/03/2003
11294873,01/14/2002
11294881,01/14/2002
11294881,02/07/2003
11294899,01/14/2002
11294899,01/27/2003
11294907,01/14/2002
11294915,01/14/2002
11294915,07/18/2002
11294923,01/14/2002
11294923,09/16/2002
11294923,11/19/2002
11294923,10/15/2004
11294931,01/14/2002
11294931,01/17/2003
11294931,05/27/2004
11294949,01/14/2002
11294956,01/14/2002
11294964,01/14/2002
11294972,01/14/2002
11294972,03/19/2002
11294980,01/14/2002
11294980,12/16/2003
11294980,12/20/2004
11294998,01/14/2002
11295003,01/14/2002
11295011,01/14/2002
11295029,01/14/2002
11295029,05/12/2003
11295029,06/09/2003
11295037,01/14/2002
11295037,06/10/2002
11295037,12/19/2002
11295037,05/24/2004
11295045,01/14/2002
11295052,01/14/2002
11295052,11/07/2002
11295052,12/04/2003
11295060,01/14/2002
11295078,01/14/2002
11295086,01/14/2002
11295086,03/25/2002
11295086,07/08/2002
11295086,10/10/2003
11295086,09/23/2004
11295086,01/10/2005
11295094,01/14/2002
11295102,01/14/2002
11295102,12/28/2004
11295110,01/14/2002
11295128,01/14/2002
11295128,04/14/2003
11295128,01/19/2004
11295136,01/14/2002
11295136,08/22/2003
11295136,12/09/2004
11295144,01/14/2002
11295151,01/14/2002
11295169,01/14/2002
11295177,01/14/2002
11295177,12/23/2002
11295177,08/22/2003
11295185,01/14/2002
11295193,01/14/2002
11295201,01/14/2002
11295201,10/28/2002
11295201,08/04/2003
11295219,01/14/2002
11295227,01/14/2002
11295227,08/05/2004
11295235,01/14/2002
11295243,01/14/2002
11295250,01/14/2002
11295268,01/14/2002
11295276,01/14/2002
11295276,01/19/2004
11295276,10/15/2004
11295276,05/03/2005
11295276,12/12/2005
11295284,01/14/2002
11295292,01/14/2002
11295300,01/14/2002
11295318,01/14/2002
11295326,01/14/2002
11295334,01/14/2002
11295342,01/14/2002
11295342,06/23/2003
11295342,11/11/2003
11295342,09/28/2004
11295342,02/25/2005
11295342,10/24/2005
11295342,07/17/2006
11295359,01/14/2002
11295359,12/01/2003
11295359,08/16/2004
11295359,12/01/2005
11295367,01/14/2002
11295367,12/13/2002
11295375,01/14/2002
11295383,01/14/2002
11295383,05/13/2002
11295383,09/23/2002
11295383,01/21/2003
11295383,05/20/2003
11295391,01/14/2002
11295391,08/19/2003
11295391,08/16/2004
11295409,01/14/2002
11295417,01/14/2002
11295425,01/14/2002
11295433,01/14/2002
11295433,12/16/2003
11295441,01/14/2002
11295458,01/14/2002
11295458,07/03/2002
11295458,07/14/2003
11295458,11/28/2003
11295458,01/26/2004
11295458,05/26/2004
11295458,10/25/2004
11295458,05/25/2005
11295458,11/21/2005
11295466,01/14/2002
11295474,01/14/2002
11295482,01/14/2002
11295482,01/06/2003
11295482,12/22/2004
11295482,12/27/2005
11295490,01/14/2002
11295490,04/08/2003
11295490,11/17/2003
11295490,03/05/2004
11295490,09/07/2004
11295490,12/07/2004
11295490,03/10/2005
11295508,01/14/2002
11295508,12/16/2002
11295508,10/31/2005
11295516,01/14/2002
11295524,01/14/2002
11295524,07/31/2002
11295532,01/14/2002
11295532,04/19/2004
11295540,01/14/2002
11295557,01/14/2002
11295557,08/13/2002
11295557,03/24/2003
11295557,02/02/2004
11295557,11/21/2005
11295557,03/20/2006
11295573,01/14/2002
11295573,12/12/2003
11295573,11/23/2005
11295581,01/14/2002
11295599,01/14/2002
11295607,01/14/2002
11295607,12/30/2002
11295615,01/14/2002
11295623,01/14/2002
11295631,01/14/2002
11295631,12/05/2002
11295649,01/14/2002
11295649,07/29/2002
11295649,01/27/2003
11295649,12/16/2003
11295656,01/14/2002
11295656,01/02/2004
11295664,01/14/2002
11295672,01/14/2002
11295672,04/25/2003
11295672,09/22/2005
11295680,01/14/2002
11295698,01/14/2002
11295698,01/29/2003
11295698,02/21/2003
11295698,07/28/2003
11295698,12/01/2003
11295698,01/07/2005
11295706,01/14/2002
11295714,01/14/2002
11295714,06/06/2002
11295714,03/28/2003
11295722,01/14/2002
11295730,01/14/2002
11295730,01/07/2003
11295730,01/07/2004
11295730,12/29/2004
11295748,01/14/2002
11295755,01/14/2002
11295755,03/22/2002
11295755,06/05/2002
11295755,03/18/2003
11295755,01/29/2004
11295763,01/14/2002
11295763,03/19/2003
11295763,01/13/2004
11295763,06/07/2004
11295763,04/04/2005
11295763,12/05/2005
11295763,12/27/2005
11295771,01/14/2002
11295789,01/14/2002
11295797,01/14/2002
11295805,01/14/2002
11295805,01/06/2003
11295813,01/14/2002
11295821,01/14/2002
11295839,01/14/2002
11295847,01/14/2002
11295854,01/14/2002
11295854,10/20/2003
11295854,10/29/2004
11295862,01/14/2002
11295870,01/14/2002
11295870,09/13/2002
11295870,08/29/2003
11295870,03/29/2004
11295870,11/22/2005
11295888,01/14/2002
11295896,01/14/2002
11295904,01/14/2002
11295912,01/14/2002
11295912,06/19/2002
11295912,06/16/2003
11295912,09/07/2004
11295912,12/10/2004
11295912,12/21/2005
11295920,01/14/2002
11295920,04/15/2003
11295920,03/25/2004
11295920,03/24/2005
11295920,04/06/2006
11295938,01/14/2002
11295946,01/14/2002
11295953,01/14/2002
11295953,04/05/2002
11295961,01/14/2002
11295961,03/25/2002
11295979,01/14/2002
11295979,12/23/2002
11295987,01/14/2002
11295987,12/03/2002
11295987,10/23/2003
11295987,06/02/2004
11295987,10/27/2005
11295995,01/14/2002
11295995,06/09/2003
11295995,07/17/2003
11296001,01/14/2002
11296001,10/19/2004
11296001,10/03/2005
11296001,03/17/2006
11296019,01/14/2002
11296019,01/07/2003
11296019,09/02/2003
11296019,12/29/2003
11296019,02/27/2004
11296019,12/10/2004
11296027,01/14/2002
11296027,03/07/2002
11296027,08/01/2002
11296027,07/28/2003
11296027,06/18/2004
11296027,04/18/2005
11296027,04/20/2006
11296035,01/14/2002
11296043,01/14/2002
11296050,01/14/2002
11296050,07/12/2002
11296050,12/16/2002
11296050,04/11/2003
11296050,11/17/2003
11296050,11/04/2004
11296050,07/21/2005
11296050,11/07/2005
11296050,07/03/2006
11296068,01/14/2002
11296068,02/26/2002
11296068,04/03/2003
11296068,09/30/2003
11296076,01/14/2002
11296084,01/14/2002
11296084,11/25/2002
